"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
25,"2Foc5Q5nqNiosCNqttzHof","Daft Punk","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit",248413,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit]",1,"2013-04-19",1,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4
26,"4ebcE2SmkG7nplvzFAWRu7","The Romantics","What I Like About You",175266,"The Romantics",6,"1980",11,0.514,0.942,9,-8.433,1,0.0502,0.282,6.6e-05,0.17,0.912,159.847,4
27,"2MK8xQVIFA81r32V4E1MkT","Peking Duk","Let You Down",218853,"Let You Down",1,"2017-10-13",1,0.557,0.883,8,-5.069,0,0.0656,0.0387,1.61e-05,0.107,0.588,99.963,4
28,"6S5lBW22Re1UPKXjX7obLC","Peking Duk","Wasted",182370,"Wasted",1,"2018-02-02",1,0.693,0.76,11,-5.433,1,0.0353,0.00169,0.000977,0.121,0.751,115.0,4
29,"6WbADFqMvR8N5u0BvtsWQE","Avicii","Without You (feat. Sandro Cavazza)",181672,"AVĪCI (01)",4,"2017-08-10",6,0.652,0.855,2,-4.832,1,0.0441,0.00179,0,0.0404,0.279,134.009,4
30,"7cUVAbs6wouV3lgAIvcvYO","Maroon 5","Sugar",235492,"V",5,"2015-05-15",12,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
31,"48ByhmhBjgyWIRzdHDuQMD","Peking Duk","High - Original Mix",228000,"High",1,"2014-02-14",1,0.524,0.798,0,-4.092,0,0.0491,0.00127,0.00134,0.347,0.357,100.1,4
32,"5YScXJKtefsgdskIy60N7A","Chumbawamba","Tubthumping",278960,"Tubthumper",1,"1997-01-01",12,0.263,0.871,2,-7.496,1,0.131,0.106,0,0.363,0.622,206.68,4
33,"4bHsxqR3GMrXTxEPLuK5ue","Journey","Don't Stop Believin'",250986,"Escape",1,"1981",14,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,4
34,"27L8sESb3KR79asDUBu8nW","Fountains Of Wayne","Stacy's Mom",197986,"Welcome Interstate Managers",3,"2003-01-01",17,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4
35,"5Xm9m4FR8Uw9pDR6ph2K0c","Kevin Rudolf","Let It Rock",231173,"In The City",2,"2008-01-01",12,0.607,0.784,7,-4.41,1,0.0397,0.000684,0,0.0678,0.442,113.172,4
36,"5rX6C5QVvvZB7XckETNych","Kid Rock","All Summer Long",297586,"Rock n Roll Jesus",3,"2007-10-09",12,0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.887,102.997,4
37,"5rgy6ghBq1eRApCkeUdJXf","fun.","We Are Young (feat. Janelle Monáe)",250626,"Some Nights",3,"2012-02-14",11,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4
38,"67WTwafOMgegV6ABnBQxcE","fun.","Some Nights",277040,"Some Nights",2,"2012-02-14",11,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4
39,"41gi9iAWpFW3ps8Tvii6z0","Lily Allen","Not Fair",202546,"It's Not Me, It's You (Special Edition)",3,"2008-12-02",23,0.718,0.806,5,-9.191,1,0.0376,0.052,0.0137,0.0932,0.929,121.488,4
40,"6H2wnX7ytNeCKERIVqCwgs","Kevin Rudolf","I Made It (Cash Money Heroes)",249546,"To The Sky",1,"2010-01-01",11,0.592,0.944,7,-2.94,1,0.111,0.043,0,0.365,0.574,124.42,5
41,"7ti4qMC7xYQeh1uRzj5XuM","NONONO","Pumpin Blood",209485,"We Are Only What We Feel",3,"2014",10,0.618,0.848,7,-4.36,1,0.0279,0.000469,0.522,0.189,0.413,118.998,4
42,"1NpW5kyvO4XrNJ3rnfcNy3","Flo Rida","Wild Ones (feat. Sia)",232946,"Wild Ones",2,"2012-06-22",10,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4
43,"4kLLWz7srcuLKA7Et40PQR","Black Eyed Peas","I Gotta Feeling",289133,"THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]",5,"2009-01-01",25,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,4
44,"6Knv6wdA0luoMUuuoYi2i1","Flo Rida","My House",192190,"My House",2,"2015-04-07",7,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,4
45,"2kzRSiyignH8yzPTrWvyPo","Wiz Khalifa","No Sleep",191320,"Rolling Papers",9,"2011-03-29",14,0.653,0.711,9,-6.454,1,0.0623,0.109,0,0.443,0.769,160.048,4
46,"6RtPijgfPKROxEzTHNRiDp","MAGIC!","Rude",224840,"Don't Kill the Magic",1,"2014-06-25",11,0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,4
47,"7yCPwWs66K8Ba5lFuU2bcx","blink-182","All The Small Things",168000,"Enema Of The State",8,"1999-01-01",12,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,4
48,"3mcG2NI5G5vhrQtRda1YnA","Jimmy Eat World","The Middle",168253,"Bleed American (Deluxe Edition)",3,"2001",32,0.629,0.897,2,-3.401,1,0.0483,0.0424,0,0.263,0.93,161.944,4
49,"7vFoFDWqTX0mHzLfrF1Cfy","OMI","Cheerleader - Felix Jaehn Remix Radio Edit",180565,"Me 4 U",1,"2015-10-16",14,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,4
50,"1SLikaDhWhhhnLJC58bkFI","Rascal Flatts","Life Is A Highway",276320,"Me And My Gang (International Version)",14,"2006-01-01",14,0.58,0.953,5,-3.856,1,0.0614,0.00261,0,0.218,0.673,103.041,4
51,"1yraET52i6ZkrvvrmKNyn6","HONNE","Someone That Loves You",244958,"Warm on a Cold Night (Deluxe)",3,"2016-07-13",16,0.531,0.728,6,-4.985,0,0.063,0.0416,7.19e-06,0.135,0.418,104.978,4
52,"2uVvdA2rIdY1kSO1khtEkg","Little Red","Rock It",210160,"Midnight Remember",4,"2010-09-10",13,0.718,0.532,5,-4.132,1,0.0298,0.0582,1.8e-06,0.0918,0.934,106.945,4
53,"4RepvCWqsP6zBuzvwYibAS","The Weeknd","I Feel It Coming",269186,"Starboy",18,"2016-11-25",18,0.769,0.813,0,-5.9,0,0.143,0.429,0,0.0952,0.567,92.985,4
54,"1dNIEtp7AY3oDAKCGg2XkH","The Chainsmokers","Something Just Like This",247626,"Something Just Like This",1,"2017-02-22",1,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4
55,"3Fzlg5r1IjhLk2qRw667od","Toploader","Dancing in the Moonlight",232693,"Onka's Big Moka",2,"2000",12,0.632,0.856,10,-3.463,1,0.0348,0.0624,0,0.347,0.867,119.397,4
56,"3UNAMgNHKl0fWzbZaU0fDM","Oasis","Wonderwall",258906,"(What's the Story) Morning Glory?",3,"1995-10-02",12,0.404,0.852,2,-5.591,1,0.0367,0.00219,0,0.13,0.482,174.319,4
57,"0lnxrQAd9ZxbhBBe7d8FO8","Hanson","MMMBop",268653,"Middle Of Nowhere",2,"1997-01-01",13,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,4
58,"2SiXAy7TuUkycRVbbWDEpo","AC/DC","You Shook Me All Night Long",210173,"Back In Black",7,"1980-07-25",10,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4
59,"0ntQJM78wzOLVeCUAW7Y45","Kings of Leon","Sex on Fire",203346,"Only By The Night",3,"2008-09-23",11,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4
60,"6cmgXQozMvu3LJgT9Z8HPC","Ben Lee","Catch My Disease",253653,"Awake Is The New Sleep",4,"2005-02-22",14,0.766,0.684,11,-6.28,1,0.0324,0.0199,2.15e-05,0.173,0.929,115.983,4
61,"1hQFF33xi8ruavZNyovtUN","Frankie Valli & The Four Seasons","December, 1963 (Oh What a Night!)",197146,"Who Loves You",6,"1975",8,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,4
62,"3cO8w5kGXDdwQywhiX0G8J","Good Charlotte","Last Night",220826,"Cardiology",6,"2010-01-01",15,0.641,0.849,5,-3.176,1,0.0445,0.00159,0,0.0418,0.73,128.063,4
63,"5JvD469hg7VQu2qobOAnuy","Cobra Starship","Never Been in Love (feat. Icona Pop)",222713,"Never Been in Love (feat. Icona Pop)",1,"2014-08-25",1,0.631,0.929,7,-3.844,1,0.0316,0.00602,0,0.261,0.695,121.08,4
64,"7mitXLIMCflkhZiD34uEQI","LMFAO","Party Rock Anthem",262146,"Sorry For Party Rocking",3,"2011-01-01",16,0.751,0.736,5,-4.168,0,0.156,0.0206,0,0.265,0.352,130.014,4
65,"3SxiAdI8dP9AaaEz1Z24mn","Labrinth","Earthquake (feat. Tinie Tempah)",274600,"Electronic Earth (Expanded Edition)",2,"2012-04-02",15,0.54,0.856,0,-3.966,0,0.1,0.109,0,0.276,0.258,153.071,4
66,"6Pgkp4qUoTmJIPn7ReaGxL","Avicii","Without You (feat. Sandro Cavazza)",181672,"AVĪCI (01)",4,"2017-08-10",6,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4
67,"0ct6r3EGTcMLPtrXHDvVjc","Avicii","The Nights",176658,"The Days / Nights",2,"2014-01-01",4,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
68,"4E5P1XyAFtrjpiIxkydly4","Iyaz","Replay",182306,"Replay",1,"2009-08-18",11,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4
69,"5uHYcK0nbEYgRaFTY5BqnP","B.o.B","Magic (feat. Rivers Cuomo)",196133,"B.o.B Presents: The Adventures of Bobby Ray",8,"2010-04-27",12,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,4
70,"6OEolOOk9Gh9bqkdpfIOl0","Jason Derulo","Ridin' Solo",215746,"Jason Derulo (International)",2,"2010-02-26",10,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,4
71,"5njIZwT6fdxBv81FlpWW4Y","Chiddy Bang","Opposite of Adults",191600,"The Preview",3,"2010-10-01",8,0.674,0.899,9,-5.115,1,0.193,0.011,0,0.327,0.604,95.999,4
72,"1hGy2eLcmC8eKx7qr1tOqx","Sean Kingston","Beautiful Girls",225373,"Beautiful Girls",1,"2007-07-23",1,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,4
73,"01v2iOCnr4HDb1nUJLZods","The Wanted","Glad You Came",197935,"Battleground",1,"2011-01-01",11,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,4
74,"3k2Zv2luPZHpxfFjGpr4Mm","Matchbox Twenty","How Far We've Come",210040,"Exile on Mainstream (International)",1,"2007-09-29",18,0.578,0.859,0,-6.893,1,0.0527,0.0124,1.93e-06,0.184,0.807,83.012,4
75,"5Dw7Va6ij1yIh6tyMRpmLC","Faker","This Heart Attack",228948,"This Heart Attack",1,"2007-01-01",3,0.628,0.82,1,-3.745,0,0.0419,0.0236,0,0.119,0.707,122.006,4
76,"7cbzwT8UAoNSMrK0sm6ZtP","Evermore","Hey Boys and Girls (Truth of the World Pt. 2)",348386,"Truth Of The World: Welcome To The Show (Standard)",5,"2009-03-20",13,0.654,0.877,4,-3.921,0,0.0327,0.00531,0.000281,0.0734,0.76,128.058,4
77,"6ooluO7DiEhI1zmK94nRCM","Franz Ferdinand","Take Me Out",237026,"Franz Ferdinand",3,"2004",11,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,4
78,"1PS1QMdUqOal0ai3Gt7sDQ","Kanye West","Gold Digger",207626,"Late Registration",4,"2005-08-30",21,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,4
79,"6mz1fBdKATx6qP4oP1I65G","Ginuwine","Pony",251733,"R&B: From Doo-Wop To Hip-Hop",18,"1999-10-08",39,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4
80,"2xxMXbsjhqPzTYAclUOQlI","The Kooks","Forgive & Forget",237248,"Listen",2,"2014-01-01",11,0.682,0.913,8,-2.494,0,0.137,0.098,3.02e-06,0.101,0.693,110.944,4
81,"22UDw8rSfLbUsaAGTXQ4Z8","Estelle","American Boy",284733,"Shine",3,"2008-03-28",12,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,4
82,"2nCXuFS4Dt4BpHkxA9rhPL","Daddy Cool","Eagle Rock - 2011 Remaster",250066,"Daddy Who? Daddy Cool (40th Anniversary Edition)",7,"1971-07-01",15,0.618,0.776,2,-5.16,1,0.0402,0.125,5.35e-05,0.0808,0.674,125.536,4
83,"5r7XHPnTPeLKcBeDMLzkse","Thirsty Merc","In the Summertime - Single Version",228560,"In The Summertime",1,"2005-07-05",4,0.489,0.879,9,-3.787,1,0.0688,0.00092,0.00285,0.248,0.741,156.576,4
84,"2mZ2h6VPJK2Xf2Nkik5r65","The Offspring","Spare Me The Details",204240,"Splinter",10,"2003-12-09",12,0.636,0.906,8,-5.059,1,0.0346,0.048,0,0.108,0.973,146.404,4
85,"2SDx0PooHZI1SQKR0y44bs","MIKA","Grace Kelly",187733,"Life In Cartoon Motion",1,"2006-01-01",10,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,4
86,"6QgjcU0zLnzq5OrUoSZ3OK","Portugal. The Man","Feel It Still",163253,"Woodstock",4,"2017-06-16",10,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4
87,"3FtYbEfBqAlGO46NUDQSAt","MGMT","Electric Feel",229640,"Oracular Spectacular",4,"2007-12-14",10,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3
88,"3298yRJKPcCndQdNiTZKIo","Neil Diamond","Sweet Caroline",203573,"Sweet Caroline",13,"1987-06-29",13,0.538,0.127,11,-16.057,1,0.0284,0.589,0.00017,0.238,0.527,62.829,4
89,"6J1XtzFXaOiXTSMRYaV2IG","Rick Springfield","Jessie's Girl",193266,"Pub Songs",26,"2018-08-31",30,0.708,0.692,2,-11.815,1,0.0518,0.266,0,0.101,0.879,131.603,4
90,"1gv4xPanImH17bKZ9rOveR","P!nk","Raise Your Glass",202960,"Raise Your Glass",1,"2010-10-05",2,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,4
91,"3zSCNTXI7Ed0PiidZVmzIe","R. Kelly","Ignition - Remix",186040,"The Essential R. Kelly",4,"2014-05-19",35,0.778,0.549,1,-6.144,1,0.0473,0.0549,0,0.0724,0.802,133.041,4
92,"5fKBwqSTuCbnJlCOpeRa3o","NEIKED","Sexual",188888,"Sexual",1,"2016",5,0.797,0.567,2,-7.503,1,0.0651,0.0692,0,0.0705,0.843,108.024,4
93,"7tr2za8SQg2CI8EDgrdtNl","Calvin Harris","Slide (feat. Frank Ocean & Migos)",230813,"Funk Wav Bounces Vol.1",1,"2017-06-30",10,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4
94,"36cmM3MBMWWCFIiQ90U4J8","Calvin Harris","Bounce (feat. Kelis) - Radio Edit",222186,"18 Months",2,"2012-10-29",15,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,4
95,"6sxptembJVty4sNtcPMAVz","Shania Twain","Man! I Feel Like A Woman!",234493,"Come On Over",1,"1997-11-04",16,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882,4
96,"6u7jPi22kF8CTQ3rb9DHE7","Lil Nas X","Old Town Road (feat. Billy Ray Cyrus) - Remix",157066,"Old Town Road",1,"2019-04-05",2,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
97,"5pmL3RzOy3IvGFaSDi4hZL","Taio Cruz","Hangover",244906,"TY.O (International Version)",1,"2011-01-01",11,0.606,0.883,3,-3.243,1,0.0423,0.00872,0,0.0698,0.608,128.053,4
98,"6K4t31amVTZDgR3sKmwUJJ","Tame Impala","The Less I Know The Better",216320,"Currents",7,"2015-07-17",13,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
99,"32yIEFS62uS5ryhr2Xlooj","Pitbull","Hotel Room Service",238506,"Hotel Room Service",1,"2009-06-11",1,0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,4
100,"5AyL2kgLtTWEu3qO3B9SqK","Far East Movement","Like A G6",216893,"Free Wired",2,"2010-01-01",10,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,4
101,"10Igtw8bSDyyFs7KIsKngZ","Lil Dicky","Freaky Friday (feat. Chris Brown)",216631,"Freaky Friday (feat. Chris Brown)",1,"2018-03-15",1,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,4
102,"7oGZAicScQt96OAW4AruYy","Jason Derulo","Want to Want Me",207719,"Everything Is 4",1,"2015-05-29",11,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,4
103,"5xYC48nOppVemY6U5GRGTb","David Guetta","Memories (feat. Kid Cudi)",210853,"One More Love",4,"2010-11-22",28,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,4
104,"3LI4MmibTkXH5cGpCGZgyw","Wheatus","Teenage Dirtbag",241840,"Songs From Dawson's Creek, Vol. II",10,"2000-09-29",14,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,4
105,"0KlahhzNb98zyN83Vwae0l","The Veronicas","Untouched",255360,"Hook Me Up",1,"2007-10-30",13,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,4
106,"5TbzAWWc5eJaANpA9kfGCd","John Newman","Love Me Again",239894,"Tribute",2,"2013-01-01",11,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4
107,"0jmdMkRc7bmnmF9TNRfxF5","Lloyd","Dedication To My Ex (Miss That)",236146,"King Of Hearts",2,"2011-01-01",14,0.835,0.724,0,-4.624,1,0.057,0.0169,5.48e-06,0.0936,0.964,119.037,4
108,"3bidbhpOYeV4knp8AIu8Xn","Macklemore & Ryan Lewis","Can't Hold Us (feat. Ray Dalton)",258342,"The Heist",2,"2012-10-09",15,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
109,"7aZiDdufBX2Ek8OUuxK0IQ","Hilltop Hoods","The Nosebleed Section",219640,"The Calling",9,"2003-09-22",17,0.846,0.828,1,-5.447,1,0.165,0.51,1.28e-06,0.0906,0.908,97.453,4
110,"26gEW3DUEK0n8n5fvnYrPE","Hilltop Hoods","Leave Me Lonely",194773,"The Great Expanse",3,"2019-02-22",13,0.846,0.828,1,-5.447,1,0.165,0.51,1.28e-06,0.0906,0.908,97.453,4
111,"5aIHmhuL1pk0XerSPHNrfS","Sia","Clap Your Hands",238436,"We Are Born",2,"2010-06-18",13,0.846,0.828,1,-5.447,1,0.165,0.51,1.28e-06,0.0906,0.908,97.453,4
112,"6jj5kO7tFT3ir8WbbVO0iU","Sticky Fingers","Gold Snafu",218902,"Land Of Pleasure",5,"2014-08-01",12,0.66,0.849,0,-5.97,1,0.0293,0.00458,0.00011,0.0877,0.836,102.005,4
113,"1wgqttlPacpvmX5DKVboOa","M.I.A.","Paper Planes",205200,"Kala",11,"2007-08-20",12,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,4
114,"7zBNnkfKNHxW2y8YvLuIqY","Drapht","Jimmy Recard",214226,"Brothers Grimm",4,"2008-09-18",14,0.514,0.828,4,-4.783,1,0.318,0.131,0,0.688,0.655,96.916,4
115,"0GjEhVFGZW8afUYGChu3Rr","ABBA","Dancing Queen",230400,"Arrival",2,"1976",12,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4
116,"4kbj5MwxO1bq9wjT5g9HaA","WALK THE MOON","Shut Up and Dance",199080,"TALKING IS HARD",3,"2014-12-02",12,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
117,"5G1sTBGbZT5o4PNRc75RKI","The Black Keys","Lonely Boy",193653,"El Camino",1,"2011-12-06",11,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,4
118,"6MDijuuArPJv1vbp7K1x3f","Miike Snow","Genghis Khan",212146,"iii",3,"2016-03-04",11,0.688,0.847,10,-3.238,0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4
119,"276zciJ7Fg7Jk6Ta6QuLkp","Anderson .Paak","Come Down",169726,"Malibu",13,"2016-01-15",16,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,4
120,"1qfYG2JrchEyJiqKnkE7YQ","Two Door Cinema Club","What You Know",189693,"Tourist History",8,"2010-02-07",10,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,4
121,"52fnLN02thRhTnbzVZzdqq","The Fratellis","Chelsea Dagger",203760,"Chelsea Dagger (Radio Edit)",1,"2006-01-01",1,0.51,0.818,7,-3.205,1,0.157,0.0439,0,0.0801,0.574,154.561,4
