,id,name,artist_id,album_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
10,0dzl6bBvsIAfHLlTbBObTW,"An der schönen blauen Donau, Op.314",5goS0v24Fc1ydjCKQRwtjM,1lAJc6zeDxHqqeRPHuqKZY,0,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,707173,4
11,0pCHzhuRt6kOU3FUEG3HnC,"Danse Macabre, Op.40, R.171",436sYg6CZhNefQJogaXeK0,7gKe289yqFDyoUSnIBkRjm,0,0.371,0.131,2,-23.899,1,0.0413,0.898,0.925,0.0847,0.0655,105.328,442693,4
12,0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,2ANtgfhQkKpsW6EYSDqldz,2xhhbZySK489esUAtrs65j,54,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,583293,4
13,2kAgCRZPG3YQR2VMqRvLmb,The Lark Ascending,7wNkISK49lKeXuRaZcQVFe,1Dki2WNHBcFGSs4ZACDBfq,3,0.0811,0.0122,4,-32.654,0,0.0511,0.902,0.308,0.0648,0.0384,74.554,935360,4
14,3QqPgzOcv9titKufFR0gsQ,"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",4kHtgiRnpmFIV5Tm4BIs8l,5hOFetItodSTqXX2uKz5Pa,46,0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,564640,4
15,4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",0Kekt6CKSo0m5mivKcoH51,5lVqgXqdoIH3W1wUM2hzPx,56,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273,4
16,0k6P9cdEA9K3k0ASde2Kof,Rodrigo: Concierto de Aranjuez: II. Adagio,3eqv9LW7ZXlYWXVFjHS4Mr,2K6XjvDKO2HTCDqGZkph9e,51,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,640267,4
17,419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0Kekt6CKSo0m5mivKcoH51,7lj4fT2SzKOFw8rvSrVivF,52,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
18,3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",2wOqMjp9TyABvtHdOSOTUS,4bNwPPpk01D8pVV9IFSBde,66,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,315427,3
19,04eShjKTWijeJJqGnhxpYK,Scheherazade: The Tale of the Kalendar Prince,2kXJ68O899XvWOBdpzlXgs,3QXtNXmOyrOfZ2mWG4rw9v,53,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,200360,3
20,5pjDwtMPly0cNMbuGXhUOI,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",430byzy0c5bPn5opiu0SRd,3M8H71qJ70vI600QZH2AdJ,48,0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,4
21,0QTaXZRWdzfPdssiQThdCL,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",5ihY290YPGc3aY2xTyx7Gy,5pFKU7XoL318ysJ9vhiMNf,47,0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,766213,3
22,3GecLjGMqzjmgkvy2v41Wf,"Ständchen in D Minor (After Schubert), S. 560",1385hLNbrnbCJGokfH2ac2,12TLeKJv0q5fnF2obaf6Is,51,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,357747,1
23,2u9VGZmVz7Rm01SfDgzcfA,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",1385hLNbrnbCJGokfH2ac2,39Hh5k01di42nUCLn8Wxqu,58,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,293147,3
24,3af6PvJHP8XlFMWeuN7bF8,"Andante festivo for Strings and Timpani, JS 34b",7jzR5qj8vFnSu5JHaXgFEr,0TmGIz0EcAHrMENYcJlnXs,47,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,337840,4
25,0S0YKiEdR9cT9pYgEaTevF,O Magnum Mysterium: O magnum mysterium,4EV7a9KODMBPJTCgIl9Bmk,2KpDg5XbaWzQWepVfDpefT,47,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800,3
26,5xbuJuQsTVheVZvX2AJVIv,Spring 1,2VZNmg4vCnew4Pavo8zDdW,5yuG2LEkf7QA9ZGIXldCmy,65,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
27,7HSs4srn1qnZhh7WRWBVOk,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",4kHtgiRnpmFIV5Tm4BIs8l,3M5idfqFUxge3skgZQu4R3,54,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4
28,1CSaCKPIp2yCIDL3t7Fyau,"Barber: Adagio for Strings, Op. 11",4XDJurjQCnWLlE7KLZCT9x,4zW79KZjDenZMLXSGU0Mqu,55,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,537427,3
29,2nVt0n0aSj3AwZjakMvDHX,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,5WIoytpqi3VWoFSHnl49in,63PTC3GOG8kFdMthv7iXg8,45,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,592040,3
30,4Dcm4KMuDz0l01weeSpD4J,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),34MYamymtmnsmpwbqydd7I,7EvHAkgN8py1HEVvUtszxy,47,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,642573,4
31,2fC30Rt5tFa6FA2jNb4fiz,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",4NJhFmfw43RLBLjQvxDuRS,7fKKgfd3ieWrklcXmRubpV,48,0.326,0.33,7,-12.967,0,0.0406,0.871,0.749,0.128,0.293,118.668,435160,4
32,4QfYHdV8hMoyS9qKUct98q,"Elégie in C Minor, Op. 24 (Arr. Parkin)",2gClsBep1tt1rv1CN210SO,6448GplfJpNxV3euIIFYiy,0,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,455467,3
33,3MRQn2RYo2VLYMoStnLRxu,"Ravel: Pavane pour une infante défunte, M. 19",17hR0sYHpx7VYTMRfFUOmY,5Ui8Uj9oHn2yT7Duo0welM,57,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587,3
34,0xX7kREWmOGBWzYNcpZwRN,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",1C3sffOOvQNUwg4YIsvKqy,5FUPAG4ZjlOSJf0t3uITB7,48,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,364093,4
35,1Xy6MHSaX3IUGGqst6RzYM,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",3MKCzCnpzw3TjUYs2v7vDA,6CGw0GbQ3PyJhXxHlBVjSk,46,0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,1252322,3
36,4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,2P6ygesd9xg5DPOBnda2jg,69iw6Zy6fh2dSnEgBTZKJE,50,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3
37,52GmHO5DikTIKc3yBmTTT1,"Symphony No. 8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",2p0UyoPfYfI76PCStuXfOP,2nFVSsVHVJtGAnw37l8hwC,40,0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,906000,4
38,2OHnoGjn6X6kDwzO7Rw0Y9,The Sorcerer's Apprentice,3KpcdlqCaWWruPfmM2rWy1,2whukRzuzg6VUBKkcEKfJp,45,0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,577440,4
39,1Oo7XEqkrwifJn17aA0ocF,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",5wTAi7QkpP6kp8a54lmTOq,1zWSdYsAlF38LhpcMEthzO,60,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733,4
40,5Zf5prtvv7KRQ1J6kNn4C6,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",4NJhFmfw43RLBLjQvxDuRS,57oAKQUoE6eyKfEuDpf5Ji,50,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,330293,4
41,2MSgFefjK0T7Iwjvr3OKqV,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",7y97mc3bZRFXzT2szRM4L4,3hW1TEeZRJ01XycQFABjj9,63,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,259493,4
42,4dGkPPLnIdVgogqpyaAjbc,Il barbiere di Siviglia: Overture (Sinfonia),0roWUeP7Ac4yK4VN6L2gF4,4yjeIGYE7CkDZjcCP8GNtX,0,0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,425000,4
43,74WjYdm3Lvbwnds4thYPUU,"Turandot: ""Nessun dorma!""",0OzxPXyowUEQ532c9AmHUR,4sD3O2NsmbzU7hkjgTpbjG,59,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333,4
44,3VQ7hwiEfaHDl3AySgyaiR,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",5ihY290YPGc3aY2xTyx7Gy,2Rt1JJA8IvT38kzCyZksSP,46,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,153267,4
45,6cC6h5E351deEGFd7Kh9uy,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",39FC9x5PaTNYHp5hwlaY4q,2wo9DP5JxxAVlGl9qc2jEf,53,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,268853,4
46,3NbAsIxDL0fVgNuCLD152P,"Dolly, Op. 56: 1. Berceuse",2gClsBep1tt1rv1CN210SO,1VMXYuxv7jwh3XzPZtoELi,61,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4
47,1ENZ1YHuOp5MMFJlWBQ6V7,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",5aIqB5nVVvmFsvSdExz408,70uK1xeiYicJZPFNkhfIdk,0,0.31,0.0555,7,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,140040,4
48,2ceu417OdiSxzR3K7B1n2M,"Symphonic Variations on an African Air, Op.63",0fhN6BHa9pN66ZnsrI5NUR,1Szzhi5CI8U94YoUu8Zo2a,0,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,1215573,4
49,1MiWGSGDC5mGoP3MNclZ7s,The Rite of Spring: Part One: Adoration of the Earth: Introduction,7ie36YytMoKtPiL7tUvmoE,0RR9tJp55MeV72JLZJOfsZ,45,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,208587,3
50,43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",1Uff91EOsvd99rtAupatMP,7qdNpLxZ5eazTHCYu0Ssxz,60,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
51,3Rw0Rg4LjlYnuxIyioW3vg,Violin Concerto No. 10 in G Major: Largo,02onqdkvTxxy6tNJWnjnFU,2xPu5U9CZiHN87Gyh9YA5Z,49,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,397640,3
52,6VDHdry8ytOL2WWbePDxSD,"The Gadfly Suite, Op. 97a: VIII. Romance",6s1pCNXcbdtQJlsnM1hRIA,0m8zvPL66y78Hpt2ynfdA8,45,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,195333,4
53,64ZxBE1ZgK4C0lGljXzDcG,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",2QOIawHpSlOwXDvSqQ9YJR,1BxxmokA4eBg1EBpfYP1fC,55,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,204147,4
54,0w4LgJ5G1Xz5jLS3HX8oyq,Young Person's Guide To The Orchestra,7MJ1pB5d6Vjmzep2zQlorn,1nuOBOdelvIB0B7CqzVAXE,43,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,1050893,4
55,0yzhOPf0iw2qWwcXRRta5L,Rhapsody In Blue,1YuknfkSYTTbolRpwZBOv4,3hFTO4FkWbD6SD0ekUY5f1,42,0.309,0.258,9,-15.327,1,0.0459,0.976,0.69,0.0924,0.115,74.568,890000,4
56,6kg7bfwsTKzRqnBGGv4VqR,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",4IAWVxo2fpTBPn6k7GZ3eY,3LUlEgkKM3W8SYE31TCC3A,41,0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,580253,4
57,0oIQl9tFpCiKBRavEIIGzo,"Pelléas et Mélisande, Op. 80: 4. Sicilienne",2gClsBep1tt1rv1CN210SO,0WoaIDvXwBYvWhZVYo1wmD,42,0.164,0.0194,3,-34.126,1,0.0434,0.938,0.859,0.0939,0.0581,101.708,233400,3
58,7uf3aFC1msj0t5cYImgOWy,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",3MKCzCnpzw3TjUYs2v7vDA,6bB2g7YWY6IjetZBzRsWfE,47,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,209373,4
59,6cUCckpdlqHJ5Ascf2uH2A,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",2wOqMjp9TyABvtHdOSOTUS,6eOuqhCfrTPp1H0YbQ9PmL,61,0.248,0.298,0,-15.661,0,0.0395,0.957,0.9,0.0943,0.157,97.853,442000,4
60,76wXMaJVSr0nSsKsSdwAiu,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",2wOqMjp9TyABvtHdOSOTUS,5WT7AdeH0fFbj3tuXY6S1H,43,0.166,0.0363,11,-26.822,1,0.0381,0.978,0.922,0.0882,0.039,84.467,473787,4
61,5DFUsGW4Cmltv8Spd0u1aV,On The Nature Of Daylight,2VZNmg4vCnew4Pavo8zDdW,2Zlgv1oosng3OWHzdcTk9a,0,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,371747,3
62,58Q96yWnuBqlKEGd2vGyAg,"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",5aIqB5nVVvmFsvSdExz408,1KtqRUSVnbGFvmYFuAqlGT,41,0.24,0.0648,4,-25.208,0,0.0426,0.935,0.0272,0.258,0.0771,95.286,423107,3
63,5d6FOGCa0EDqCJSpccEh8s,"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",5wTAi7QkpP6kp8a54lmTOq,4hD83ipNcxjggZLJoV9GKK,39,0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,152160,4
64,4GnVpbnWjHFrpXjAcPHvqM,"Ave Maria, D. 839",2p0UyoPfYfI76PCStuXfOP,2RGRIeTk1G2gN9DQUPBkGe,46,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,256573,4
65,7dchPojQcmY6eMBFJAo64i,"Cello Concerto No.1, Op.107: 1. Allegretto",6s1pCNXcbdtQJlsnM1hRIA,0sGb0kn51PpPrPMmTgNA1U,0,0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,359667,4
66,1aTpzY2ggWHhPi8p2f56u1,"Goldberg Variations, BWV 988: Aria da capo - 1981 Version",5aIqB5nVVvmFsvSdExz408,6RkddyAzYq3QNZqdAhxPxF,42,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,224133,5
67,0neipEnwEzyd66aUqUsg5P,"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",6n7nd5iceYpXVwcx8VPpxF,0zwaTXZIMtLu2Y0vgbZDlQ,0,0.231,0.133,2,-20.274,1,0.0437,0.963,0.659,0.135,0.0564,122.239,942000,4
68,0mcgXc8P5GyGtP9aY7zir6,Piazzolla: Libertango,44Z5ZP2F1omniNpGEdNDdt,1YtLgfqKOm77Wyh7vdGVDU,42,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,273562,4
69,5Wj90oTRAxvTUivep2HlUu,Symphony No. 3 in C Minor: II. Andante ma non troppo,1M9s5TbPcKurMEzvvW0FFH,4XjLUGkC8E9BXFamKyDCgE,41,0.096,0.0325,8,-24.978,1,0.0416,0.977,0.852,0.0738,0.035,87.85,572520,4
70,1dFVnX4mJTnWubAPE8S3OR,"Mephisto Waltz No. 1, S. 514",1385hLNbrnbCJGokfH2ac2,3ZywfV6j1ZeKAi3uOcJ9f9,44,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,662600,4
71,3jLcwFns5S9OYQojN8XAkJ,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",6n7nd5iceYpXVwcx8VPpxF,0IT7dlpnQAfmSjIAiSAboK,41,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,775307,4
72,5bVlEvO3SadcOyh6rnWW4P,Merry Christmas Mr. Lawrence (Arr. Metcalfe),41OHse5xHr1E6wceODGrPB,4eBVPy9Yj1PPaMNLot4our,0,0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,277148,4
73,4fDodwdZ1LBDL2I2WCnUMY,"Tsar Saltan, Op. 57: Flight of the Bumblebee",2tfWguHr2nj4e8KXLKciVq,3Db8zIxmJaT3h3UzWBRxXS,41,0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,84267,4
74,7xGcLLeK1de0I71lH28DeM,"Symphony No.5 in E flat, Op.82: 3. Allegro molto",7jzR5qj8vFnSu5JHaXgFEr,74gkysxw3qdfylHtTBH0kR,0,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,482000,3
75,72jIJDADnBLJKXV2yxv5N0,"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito",3MKCzCnpzw3TjUYs2v7vDA,5MotZM9awlY6DEP4mFRR0z,44,0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,626240,1
76,5i7bLnNE0R3m1MNUY7UsqT,"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",4NJhFmfw43RLBLjQvxDuRS,5hcJbeRjftkDRVymXV1Ht1,0,0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,500500,4
77,246ntJR3A2s7B5E40FTCLf,Hummel: Trumpet Concerto In E Flat - Iii Rondo,0WiK9IsQEQEuIQ1iDxvuPg,4wL0H6UyrYeyRk4Sg9kARN,42,0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,224640,4
78,5U7T2widXE5MqoQ6dmi3O9,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",2UqjDAXnDxejEyE0CzfUrZ,2BoNvLXV5QNSKpRc8hps7Z,0,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,239333,3
79,3sAYxq1986j3ydqLv6jwUJ,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",6n7nd5iceYpXVwcx8VPpxF,41RV3g6Fjyzfe31bEXtMNT,57,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,432533,0
80,2dEbRirkEtImY7HdYxrgRS,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",65YhYi4Fz5Ibgq7ueev2Rm,5kTtD1xA5yYPrwjEYWk5uy,51,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,349760,4
81,408VC5UfnAh3Uhl0RQpbkA,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo",2wOqMjp9TyABvtHdOSOTUS,4SDh9Y2L6g8ZOxCBgPlJk6,41,0.302,0.0355,0,-24.074,1,0.0363,0.932,0.304,0.043,0.186,115.104,716933,4
82,2TB6PQkgnw9rrFRK4VOOrC,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",7y97mc3bZRFXzT2szRM4L4,5JZN2y1ePhusziw1DpndlL,45,0.411,0.0487,10,-25.68,1,0.0383,0.985,0.918,0.0944,0.101,128.859,248933,1
83,2mPd1593fOWtbSGqA0VVcS,"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato",6MF58APd3YV72Ln2eVg710,75hFR9rcaFRNahz0pMN0Gx,0,0.278,0.151,4,-19.607,0,0.042,0.917,0.122,0.273,0.167,99.212,730667,4
84,63cA2QfqtWZa0GGPZnYc0K,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",4NJhFmfw43RLBLjQvxDuRS,1KP7j2LWS67KxDKVO51Yvp,42,0.0999,0.0241,2,-25.651,1,0.0432,0.98,0.766,0.0623,0.0396,89.001,532040,3
85,5CfxpBCYwfB17MMgARumHl,"Respighi: Pini di Roma, P. 141: III. I pini del Gianicolo",7KkUirCiJZhgRN3NbgG98L,5x5Saf1X7f3QHmiWltkS5K,46,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,462162,4
86,5eQKtxGSPvl9NEPXAuzzTJ,"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)",3MKCzCnpzw3TjUYs2v7vDA,4YCFuilq9q3ruLo4iP1FCj,0,0.156,0.00709,7,-34.153,0,0.0382,0.941,0.799,0.0986,0.041,97.925,191160,3
87,3uLsZpdHrJsR9AjrrxMI66,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",0521x50ZcNqqT1fKMJg5c5,0cJCzWpgtEBg4Oovegy1H5,38,0.169,0.0974,3,-21.414,1,0.042,0.864,0.632,0.087,0.0524,170.379,473893,5
88,6GDuB7BvASYD9JePYvOEX1,Orfeo Ed Euridice: Dance of the Blessed Spirits (Act II),7vfydQ0nVBVgJ0ajs8EtRM,1WuKnZDy27KDdLr96p0D8A,45,0.203,0.0641,5,-27.51,1,0.0529,0.972,0.94,0.101,0.0978,73.105,410160,3
89,4O2N861eOnF9q8EtpH8IJu,"Comptine d'un autre été, l'après-midi",00sazWvoTLOqg5MFwC68Um,7JG0QwvJRzPILHEW1xHEJj,2,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,140733,4
90,6vS8JCT9WqTFeAuu8smjRF,Appalachian Spring: VII. Doppio movimento,0nJvyjVTb8sAULPYyA1bqU,1sIKjNKPo058xiSZGm5wlm,42,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,183267,4
91,6zcP5A5Xv6bvCUpwXrswKa,Nascence,3Rwlus4QnnBSnTe8pJV0rw,0ndOKj9ShVUgDc2UiR8b2M,0,0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,106960,4
