"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
12,"3Afksik2UVcZiWY5gkP3RO","$INISTER","Pop Right",148977,"Pop Right",1,"2022-05-05",1,0.918,0.7,11,-6.962,1,0.329,0.118,0,0.204,0.527,145.034,4
13,"2etHQJxIbV0soyPhelVs9Y","Saweetie","Best Friend (feat. Doja Cat)",155883,"Best Friend (feat. Doja Cat)",1,"2021-01-07",1,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,4
14,"0A1hoCfMLkiAgvhWkkucJa","Megan Thee Stallion","Body",171067,"Good News",8,"2020-11-20",17,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.469,94.066,4
15,"44ONERBHALxftQNWq6dmyd","Ariana Grande","Side To Side",226160,"Dangerous Woman",5,"2016-04-01",15,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,4
16,"6KgtcmCF9Ky68XC7ezxl3s","Lizzo","Rumors (feat. Cardi B)",172832,"Rumors (feat. Cardi B)",1,"2021-08-13",1,0.827,0.731,4,-5.524,0,0.088,0.13,0,0.418,0.607,118.992,4
17,"748mdHapucXQri7IAO8yFK","Doja Cat","Kiss Me More (feat. SZA)",208866,"Kiss Me More (feat. SZA)",1,"2021-04-09",1,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4
18,"1WJhQBhJGuDxp5LR2os4Za","Iggy Azalea","Sip It",195784,"Sip It",1,"2021-04-02",2,0.948,0.627,1,-6.11,1,0.106,0.00936,1.35e-05,0.0743,0.417,129.995,4
19,"13qT6CZX64Oo0bgUC9D2Ur","WiSh","In The Dark",220173,"In The Dark",1,"2022-03-31",1,0.626,0.859,7,-4.077,1,0.0327,0.0642,0.00114,0.0728,0.752,114.987,4
20,"3UrNOHCzVxX2KZbNcKQAyu","Nicki Minaj","High School",218746,"Pink Friday: Roman Reloaded The Re-Up (Explicit Version)",4,"2012-01-01",27,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,4
21,"4HyVMzg0sUQsdOxRvSO8Ka","Megan Thee Stallion","Megan's Piano",113429,"Something for Thee Hotties",6,"2021-10-29",21,0.953,0.621,11,-7.565,1,0.154,0.00799,4.87e-06,0.307,0.378,132.063,4
22,"3ECZEXrZCFr9aTG4JiNdUg","Paloma Rush","Si Tu Regresas",156734,"Si Tu Regresas",1,"2022-04-19",1,0.861,0.66,7,-10.582,1,0.117,0.00259,0.00045,0.0386,0.74,97.97,4
23,"7fKF8XH5PkhbRcYC6h3AEL","Leyla Blue","Hot One",176445,"Hot One",1,"2021-12-03",1,0.881,0.516,9,-8.561,0,0.233,0.22,3.47e-06,0.112,0.613,102.954,4
24,"5mu1uv8RmzDkF8foePK5qa","Iggy Azalea","Kream (feat. Tyga)",166626,"Survive The Summer",3,"2018-08-03",6,0.785,0.425,10,-6.665,1,0.137,0.0335,4.36e-06,0.108,0.192,174.028,4
25,"5KBARWIxeMGkvUax9VtVC9","Saweetie","My Type",126446,"ICY",3,"2019-03-29",7,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
26,"1XXimziG1uhM0eDNCZCrUl","Cardi B","Up",156944,"Up",1,"2021-02-05",1,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4
27,"2Ty7EDf9XLYzEUqEIwJfDC","City Girls","Twerkulator",138541,"Twerkulator",1,"2021-05-21",1,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,4
28,"27NovPIUIRrOZoCHxABJwK","Lil Nas X","INDUSTRY BABY (feat. Jack Harlow)",212000,"INDUSTRY BABY (feat. Jack Harlow)",1,"2021-07-23",1,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
29,"3WocjH8HgPMUx2UtJzjU8J","DSL","POOF",108095,"POOF",1,"2021-09-24",1,0.939,0.37,2,-7.605,1,0.211,0.000895,0.00255,0.127,0.137,126.013,4
30,"0eqH0ALoDQevq59YcQ53KE","Gwen Stefani","Hollaback Girl",199853,"Love Angel Music Baby",3,"2004-11-22",13,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,4
31,"74svMcorgPABViSTZka4yw","HÄWK","No Diggity",218880,"No Diggity",1,"2022-01-07",1,0.809,0.777,6,-8.677,0,0.0498,0.016,0.83,0.0721,0.436,125.034,4
32,"6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman",172626,"Planet Her",1,"2021-06-25",14,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4
33,"66vs64VphiHrtFcLR6Qeav","Loui","Talkin' Bout (feat. Saweetie)",126225,"Pretty Summer Playlist: Season 1",6,"2021-04-16",7,0.885,0.466,1,-6.128,1,0.282,0.0396,0,0.127,0.272,75.014,4
34,"6YHDQXIMTpcBHfsUqsvSgx","Player1","Cape Cabo",174000,"Cape Cabo",1,"2022-04-15",2,0.72,0.725,8,-3.462,0,0.277,0.34,2.23e-05,0.0616,0.83,180.063,4
35,"55CHeLEfn5iJ0IIkgaa4si","Megan Thee Stallion","Savage",155497,"Suga",2,"2020-03-06",9,0.843,0.741,11,-5.609,1,0.334,0.0252,0,0.096,0.68,168.983,4
36,"6Slt6WiWnriaqCb8xXb2ZT","Nicki Minaj","Did It On’em",212346,"Pink Friday",3,"2010-01-01",13,0.562,0.414,7,-7.032,1,0.349,0.0445,0,0.204,0.474,155.826,4
37,"6I9VzXrHxO9rA9A5euc8Ak","Britney Spears","Toxic",198800,"In The Zone",6,"2003-11-13",13,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
38,"4aarlAfLKVCTxUDNgbwhjH","Megan Thee Stallion","Cry Baby (feat. DaBaby)",137983,"Good News",3,"2020-11-20",17,0.957,0.437,11,-7.882,1,0.359,0.00402,0,0.219,0.616,130.058,4
39,"7caoYfuYoD7BTtnW42jTKS","UNSECRET","Show Me More",134628,"Show Me More",1,"2022-04-22",1,0.605,0.892,1,-4.285,1,0.109,0.000634,0.000114,0.491,0.764,159.857,4
40,"0rIAC4PXANcKmitJfoqmVm","Normani","Motivation",193837,"Motivation",1,"2019-08-16",1,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,4
41,"6WbTTAGKrQtCQvmc5BuYfh","Megan Thee Stallion","Girls in the Hood",154323,"Girls in the Hood",1,"2020-06-26",1,0.821,0.863,6,-3.159,1,0.353,0.00824,0,0.0377,0.874,180.013,4
42,"1D066zixBwqFYqBhKgdPzp","Fergie","Fergalicious",292373,"The Dutchess",1,"2006-09-13",13,0.906,0.583,8,-7.721,0,0.317,0.0569,0,0.126,0.829,129.056,4
43,"1GcXzijYzyfMq6wryZjYW5","Flo Milli","May I",163018,"Ho, why is you here ?",9,"2020-07-24",12,0.896,0.78,1,-3.547,1,0.202,0.0828,0,0.0857,0.85,106.032,4
44,"7ju97lgwC2rKQ6wwsf9no9","Lady Gaga","Rain On Me (with Ariana Grande)",182200,"Chromatica",4,"2020-05-29",16,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,4
45,"0RRm4OS5ymfZryXBuj0G2m","City Girls","Twerk (feat. Cardi B)",166476,"Girl Code",2,"2018-11-16",13,0.788,0.842,4,-4.006,0,0.142,0.121,0.00112,0.166,0.481,190.077,4
46,"0C4ejWmOTMv8vuYj85mf8m","Rihanna","S&M",243533,"Loud",1,"2010-11-16",12,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,4
47,"67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)",137875,"MONTERO (Call Me By Your Name)",1,"2021-03-31",3,0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,4
48,"40JjCZcdzT9ldZk5DhFqdZ","Little Mix","Confetti (feat. Saweetie)",185374,"Confetti (feat. Saweetie)",1,"2021-04-30",1,0.733,0.643,9,-6.45,0,0.053,0.178,0,0.0609,0.485,107.088,4
49,"3A2yGHWIzmGEIolwonU69h","City Girls","Act Up",158332,"Girl Code",3,"2018-11-16",13,0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075,4
50,"6ic8OlLUNEATToEFU3xmaH","Britney Spears","Gimme More",251240,"Blackout",1,"2007-10-25",15,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4
51,"7eLCcnhpYGH3Y6Pqrk68Gz","Nicki Minaj","Boss Ass Bitch (with PTAF) - Remix",248831,"Beam Me Up Scotty",5,"2021-05-14",23,0.657,0.611,1,-7.899,1,0.491,0.032,0,0.469,0.408,140.151,5
52,"3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical",193829,"Future Nostalgia",4,"2020-03-27",11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4
53,"5WQQIDU3HRaMyPkob8mpFb","Rihanna","Where Have You Been",242680,"Talk That Talk",2,"2011-11-18",11,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,4
54,"5EzL7hGT9g2Tvqsy158Lu9","City Girls","Pussy Talk",218332,"City On Lock",5,"2020-06-20",15,0.943,0.641,1,-5.598,1,0.191,0.0016,0,0.211,0.242,99.099,4
55,"3W3KtDwAIg3mAruSpnfG3Q","Iggy Azalea","Fancy",199938,"The New Classic (Deluxe Version)",5,"2014-01-01",15,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,4
56,"2Z71PZlOeF9YVze4hy1A1a","Megan Thee Stallion","Savage Remix (feat. Beyoncé)",242000,"Good News",15,"2020-11-20",17,0.753,0.745,10,-4.776,0,0.334,0.0159,0,0.127,0.635,169.02,4
57,"6ocbgoVGwYJhOv1GgI9NsF","Ariana Grande","7 rings",178626,"thank u, next",10,"2019-02-08",12,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4
58,"2gam98EZKrF9XuOkU13ApN","Nelly Furtado","Promiscuous",242293,"Loose",4,"2006-01-01",17,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4
59,"2GGMabyHXnJmjY6CXhhB2e","Cardi B","Money",183527,"Money",1,"2018-10-23",1,0.95,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,4
60,"4EivmOT13NMpNSfTKn9p4s","Doja Cat","Like That (feat. Gucci Mane)",163173,"Hot Pink",6,"2019-11-07",12,0.879,0.498,4,-6.027,0,0.18,0.239,0,0.0967,0.405,106.044,4
61,"0yvPEnB032fojLfVluFjUv","Demi Lovato","Sorry Not Sorry",203760,"Tell Me You Love Me",1,"2017-09-29",12,0.706,0.643,11,-6.929,0,0.234,0.0242,0,0.262,0.885,143.931,4
62,"7k6IzwMGpxnRghE7YosnXT","Cassie","Me & U",192213,"Cassie (U.S. Version)",1,"2006-08-07",11,0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,4
63,"4HwFQ5AndYR51q9ru81JtQ","Kayla Nicole","Bundles 2 (feat. Flo Milli, Taylor Girlz)",200769,"Bundles 2 (feat. Flo Milli, Taylor Girlz)",1,"2021-06-24",1,0.922,0.823,11,-2.54,1,0.321,0.0246,0,0.119,0.575,130.097,4
64,"71vsEyBd4X1D5BUmLdFSVH","Iggy Azalea","Black Widow",209423,"The New Classic",10,"2014-01-01",12,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,4
65,"7uKcScNXuO3MWw6LowBjW1","Ciara","One, Two Step (feat. Missy Elliott)",203786,"Goodies",2,"2004-09-27",13,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,4
66,"78qd8dvwea0Gosb6Fe6j3k","Doja Cat","Boss Bitch",134239,"Boss Bitch",1,"2020-01-23",1,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,4
67,"1E3VQQWFQAPJkXfYHjqWoI","Megan Thee Stallion","Captain Hook",176749,"Suga",3,"2020-03-06",9,0.863,0.633,10,-5.002,0,0.287,0.0118,0,0.285,0.545,163.991,4
68,"24FIB4DsWiwN05nviYNXZh","Tinashe","Link Up",208329,"Songs For You",10,"2019-11-21",15,0.861,0.554,8,-7.279,1,0.0915,0.0453,0.00475,0.101,0.749,82.497,1
69,"5OCJzvD7sykQEKHH7qAC3C","Ariana Grande","God is a woman",197546,"Sweetener",5,"2018-08-17",15,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4
70,"6g0Orsxv6glTJCt4cHsRsQ","Beyoncé","Formation",206080,"Lemonade",12,"2016-04-23",13,0.896,0.621,5,-6.857,0,0.237,0.00532,0,0.196,0.818,121.966,4
71,"67G6iaOw8DZqp1z8STR89R","BIA","WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix",229601,"WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix]",1,"2021-07-09",1,0.893,0.463,1,-5.301,1,0.36,0.199,0,0.318,0.591,81.026,4
72,"2Xc9MR2NMc5IKPFKaEjt1k","Megan Thee Stallion","Hot Girl",196281,"Tina Snow",2,"2018-12-21",10,0.761,0.637,10,-5.432,0,0.313,0.000278,0,0.251,0.374,185.904,4
73,"2Z2u68PwXoDvaLLrv7EkFQ","Demi Lovato","My Girlfriends Are My Boyfriend (feat. Saweetie)",187761,"Dancing With The Devil…The Art of Starting Over (Expanded Edition)",15,"2021-04-01",22,0.884,0.523,11,-7.001,0,0.221,0.144,3.36e-06,0.0941,0.782,98.04,4
74,"0AUvWawuP0ibk4SQ3sIZjk","Ashnikko","Daisy",146523,"Daisy",1,"2020-07-09",2,0.834,0.663,8,-6.143,1,0.133,0.235,0,0.372,0.774,121.876,4
75,"0AH6WMe3OlAlUb5miXt2FQ","Rihanna","Only Girl (In The World)",235493,"Loud",5,"2010-11-16",12,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,4
76,"6KBYefIoo7KydImq1uUQlL","Cardi B","Bodak Yellow",223712,"Invasion of Privacy",4,"2018-04-06",13,0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,4
77,"2vXgyN14LX2zl7JEASw242","Normani","Wild Side (feat. Cardi B)",209476,"Wild Side (feat. Cardi B)",1,"2021-07-22",2,0.74,0.576,6,-6.744,0,0.146,0.0249,0,0.104,0.315,110.095,4
78,"4cTm3Ev9bUvy4ChJjB1nhl","Doja Cat","Juicy",199586,"Amala (Deluxe Version)",14,"2019-03-01",16,0.77,0.697,0,-2.644,1,0.0607,0.0817,0,0.0663,0.428,170.084,4
79,"3keUgTGEoZJt0QkzTB6kHg","Nicki Minaj","Truffle Butter",219226,"Truffle Butter",1,"2015-01-23",1,0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,4
80,"60jzFy6Nn4M0iD1d94oteF","Rihanna","Rude Boy",222920,"Rated R",8,"2009-11-20",13,0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,4
81,"4kV4N9D1iKVxx1KLvtTpjS","Ariana Grande","break up with your girlfriend, i'm bored",190440,"thank u, next",12,"2019-02-08",12,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,4
82,"52BJrldggFQyTiW8XrILhO","Flo Milli","In The Party",137361,"Ho, why is you here ?",4,"2020-07-24",12,0.919,0.609,9,-5.059,1,0.262,0.0096,0,0.124,0.418,134.992,4
83,"75dLEqanQTupF3dtP9exT5","Nicki Minaj","Yikes",156881,"Yikes",1,"2020-02-07",1,0.911,0.637,8,-8.381,1,0.447,0.0409,3.68e-05,0.238,0.66,149.996,4
84,"7zQirOExB0VR8yWUOqYeio","Lil Nas X","DOLLA SIGN SLIME (feat. Megan Thee Stallion)",145074,"MONTERO",9,"2021-09-17",15,0.923,0.533,11,-6.016,0,0.262,0.0504,0,0.102,0.587,133.991,4
85,"3KliPMvk1EvFZu9cvkj8p1","Britney Spears","Work Bitch",247960,"Britney Jean (Deluxe Version)",2,"2013-11-30",14,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,4
86,"02M6vucOvmRfMxTXDUwRXu","Beyoncé","7/11",213506,"BEYONCÉ [Platinum Edition]",1,"2014-11-24",20,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,4
87,"0PQsrLxPbOBBwwmXCnGvcF","Megan Thee Stallion","Diamonds (with Normani)",199301,"Diamonds (with Normani)",1,"2020-01-10",1,0.785,0.753,1,-3.841,1,0.0873,0.188,1.01e-06,0.265,0.488,94.012,4
88,"4It00tEYLwpjQtAhqnjCPC","Nicki Minaj","Beez In The Trap",268493,"Pink Friday ... Roman Reloaded (Deluxe)",4,"2012-01-01",21,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003,4
89,"1sl1cpix9GnwNwaVt04BIu","Saweetie","ICY GRL",109302,"High Maintenance",5,"2018-03-16",9,0.927,0.563,7,-5.827,1,0.175,0.0306,0,0.0736,0.842,103.312,4
90,"0TwBtDAWpkpM3srywFVOV5","Beyoncé","Crazy In Love (feat. Jay-Z)",235933,"Dangerously In Love",1,"2003-03-10",16,0.664,0.758,2,-6.583,0,0.21,0.00238,0,0.0598,0.701,99.259,4
91,"1TMWcbxL5YF8rKsFHv5hAP","Doja Cat","Rules",187040,"Hot Pink",3,"2019-11-07",12,0.651,0.724,7,-5.457,1,0.166,0.172,0,0.13,0.686,144.146,4
92,"2rMAtCaTj16NptyVfEIeAC","Megan Thee Stallion","Cash Shit (feat. DaBaby)",192539,"Fever",4,"2019-05-17",14,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,4
93,"2ViSWfhT0kvEulXA1HH7Wk","Qveen Herby","Sugar Daddy",203809,"EP 8",1,"2020-05-26",5,0.953,0.453,10,-7.197,1,0.07,0.0605,0.000159,0.625,0.0368,126.009,4
94,"7jk7gqyEonmVVYahZN5zhW","Britney Spears","Circus",192360,"Circus (Deluxe Version)",2,"2008-12-02",15,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,4
95,"0zVMzJ37VQNFUNvdxxat2E","Beyoncé","Flawless Remix (feat. Nicki Minaj)",234413,"BEYONCÉ [Platinum Edition]",2,"2014-11-24",20,0.639,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,136.801,4
96,"5t0VcwyjDPOWIdylULdfxk","Iggy Azalea","Started",186605,"Started",1,"2019-05-03",1,0.861,0.693,11,-6.052,0,0.313,0.082,0,0.07,0.772,165.036,4
97,"3CwcGdFwFF3DfHGGppdI4X","Latto","Muwop (feat. Gucci Mane)",200135,"Muwop (feat. Gucci Mane)",1,"2020-07-30",1,0.79,0.61,9,-6.958,0,0.102,0.0613,0,0.243,0.62,145.88,4
98,"3hlksXnvbKogFdPbpO9vel","Nicki Minaj","Super Bass",200013,"Pink Friday (Complete Edition)",14,"2010-11-22",21,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,4
99,"25j0Sape7qZbq6ZPLFefTT","Erica Banks","Buss It",187000,"Erica Banks",4,"2020-06-19",12,0.956,0.502,9,-5.995,1,0.213,0.0593,0,0.238,0.795,110.003,4
100,"1uNePI826aqh9uC9pgbeHU","Doja Cat","Tia Tamera (feat. Rico Nasty)",211013,"Amala (Deluxe Version)",15,"2019-03-01",16,0.822,0.654,0,-4.623,1,0.132,0.019,0,0.233,0.421,119.884,4
101,"7vS3Y0IKjde7Xg85LWIEdP","Ariana Grande","Problem",193920,"My Everything (Deluxe)",2,"2014-08-25",15,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,4
102,"222B3aljXx6fFwKmFjuBED","Little Mix","Woman Like Me (feat. Nicki Minaj)",229720,"LM5 (Deluxe)",2,"2018-11-16",18,0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,4
103,"6pymOcrCnMuCWdgGVTvUgP","Britney Spears","3",213173,"The Singles Collection",57,"2009-11-09",58,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,4
104,"7zEz7q43xjzbRSUar4yH3m","Saweetie","Fast (Motion)",170653,"Fast (Motion)",1,"2021-05-07",1,0.882,0.839,4,-3.193,1,0.082,0.156,0,0.132,0.71,117.032,4
105,"4V5Dv8IjHNTk2YJzU9vgsW","Megan Thee Stallion","Eat It",169420,"Something for Thee Hotties",8,"2021-10-29",21,0.843,0.671,10,-5.708,0,0.22,0.0517,0,0.286,0.56,137.932,4
106,"3jVtllWS5CFFWLQng8sKsr","Tinashe","2 On (feat. ScHoolboy Q)",227000,"Aquarius",5,"2014-10-01",18,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,4
107,"0BxfFnk0YzONqvmrkO0QrB","The Pussycat Dolls","Don't Cha",272080,"PCD",1,"2005-01-01",14,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.003,4
108,"1FKxKGONukVFXWVJxAKmlz","Beyoncé","Sweet Dreams",208066,"I AM...SASHA FIERCE",4,"2008-11-14",16,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,4
109,"72TFWvU3wUYdUuxejTTIzt","Rihanna","Work",219320,"ANTI (Deluxe)",4,"2016-01-28",16,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,4
110,"2993VQSr7a2Dj5hI5xcWG0","Megan Thee Stallion","Do It On The Tip (feat. City Girls & Hot Girl Meg)",167370,"Good News",4,"2020-11-20",17,0.943,0.528,0,-8.631,1,0.299,0.00291,0,0.0858,0.608,97.542,4
111,"7D8aQaRzoi9Qzz5yerVK5b","Tinashe","Throw A Fit",158757,"Throw A Fit",1,"2018-07-27",1,0.888,0.586,0,-6.745,1,0.0604,0.00597,0.0365,0.153,0.401,150.051,4
112,"3dFwpxh2yH7C7p9BGEKLVB","Ciara","Goodies (feat. Petey Pablo)",223000,"Goodies",1,"2004-09-27",13,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,4
113,"1e4rwBPVI32vZtTJu7mJ4J","Nicki Minaj","Chun-Li",191600,"Queen",10,"2018-08-10",19,0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,5
114,"2xo2fUrwrdOruV2zdNtWoP","Rico Nasty","Money (feat. Flo Milli)",150652,"Money (feat. Flo Milli)",1,"2021-11-18",1,0.808,0.768,8,-4.813,0,0.0499,0.000605,0,0.372,0.554,124.011,4
115,"5Il6Oe7lr5XM7A0cWbVQtr","Ariana Grande","bad idea",267106,"thank u, next",6,"2019-02-08",12,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,4
116,"1GH5tpvz5g1ZGKNBPBWkTm","Fergie","London Bridge",208093,"London Bridge",1,"2006-01-01",1,0.751,0.648,1,-5.394,1,0.241,0.159,0,0.0508,0.678,90.987,4
117,"58q2HKrzhC3ozto2nDdN4z","Cardi B","I Like It",253390,"Invasion of Privacy",7,"2018-04-06",13,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4
118,"4fixebDZAVToLbUCuEloa2","Britney Spears","Womanizer",224400,"Circus (Deluxe Version)",1,"2008-12-02",15,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139.0,4
119,"5Ssv6DaKrW0HczVqx6zXdl","Beyoncé","Diva",200613,"I AM...SASHA FIERCE",3,"2008-11-14",16,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,4
120,"2qsQ8eVDPmobZpvDxQCVQu","Nicki Minaj","Barbie Tingz",191699,"Barbie Tingz",1,"2018-04-12",1,0.917,0.679,6,-6.083,1,0.266,0.0867,0,0.588,0.453,102.449,4
121,"3yv7994DWTEk3ihwy75YBQ","Megan Thee Stallion","Don’t Stop (feat. Young Thug)",187940,"Don’t Stop (feat. Young Thug)",1,"2020-10-02",1,0.933,0.757,2,-3.212,1,0.117,0.00184,0,0.135,0.544,137.993,4
122,"5MkPZ9VprDSFTljruLxDEd","Saweetie","Icy Chain",110790,"Icy Chain",1,"2021-11-19",1,0.882,0.751,11,-4.823,0,0.317,0.0572,3.71e-05,0.077,0.736,150.059,4
123,"4TsmezEQVSZNNPv5RJ65Ov","Rihanna","Pon de Replay",246960,"Music Of The Sun",1,"2005-08-29",13,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,4
