,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
17,Fleetwood Mac,Dreams - 2018 Remaster,4pbO4YIjnPtGJce4qlHSL6,49,0.837,0.41,0,-11.797,1,0.0332,0.144,0.0152,0.141,0.793,120.385,257480,4
18,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
19,Frank Sinatra,It Was A Very Good Year - 2008 Remastered,1vLPTWPfJSIrqOhNUWNfNY,46,0.181,0.241,10,-11.626,1,0.0309,0.9,2.21e-06,0.0808,0.127,84.693,266973,4
20,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,89,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
21,Fleetwood Mac,The Chain - Live 1997; 2018 Remaster,0gvgO9wprV1bxtBh7QOwsE,51,0.555,0.607,9,-9.403,1,0.0439,0.008,0.0054,0.0968,0.526,151.886,269813,4
22,girl in red,we fell in love in october,1BYZxKSf0aTxp8ZFoeyM3d,85,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,184154,4
23,Anthem Lights,K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),5rJw9VsPNdfnV9Ar97xZG2,29,0.39,0.455,4,-4.247,1,0.0316,0.397,0.0,0.125,0.358,107.012,182288,4
24,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,82,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
25,015B,My Hair Is Green,64agZv9pDgEkQgfvNcBnBP,52,0.581,0.876,2,-4.959,0,0.177,0.253,2.65e-06,0.281,0.767,156.05,194280,4
26,Morgan Wallen,Chasin' You,5MwynWK9s4hlyKHqhkNn4A,79,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4
27,Anthem Lights,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),00ohIpPn9LkKpeIqhfIU9V,27,0.42,0.281,11,-8.204,1,0.0334,0.829,0.0,0.376,0.229,119.515,213165,4
28,The Neighbourhood,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,84,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,4
29,Fleetwood Mac,Seven Wonders - 2018 Remaster,7KNaPF03g5WMAy8PsaW57k,46,0.706,0.628,4,-9.446,1,0.0303,0.0219,8.58e-05,0.108,0.635,119.062,219013,4
30,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
31,The Kiboomers,The Months of the Year - 2014 Version,58lQgf1Y5gRJRr6S0Nwp50,30,0.903,0.262,2,-12.528,1,0.081,0.843,0.0,0.109,0.681,95.098,89655,4
32,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
33,Fleetwood Mac,Don't Stop - 2018 Remaster,0JWqhXZWac03JFnt6qafGG,44,0.687,0.734,9,-7.821,1,0.0369,0.032,0.000369,0.0515,0.786,118.865,193733,4
34,Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,83,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4
35,Riff Raff,Rookie of the Year 2013,4KoDsg2EbYPgqpXSrKqB7F,22,0.773,0.859,2,-6.459,1,0.0573,0.0044,0.00711,0.117,0.577,159.955,121500,4
36,Juice WRLD,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX,81,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4
37,Fleetwood Mac,Sentimental Lady - 2018 Remaster,58gin7AIJheIrPffOdiE1z,41,0.438,0.56,4,-8.756,1,0.0379,0.576,6.7e-05,0.139,0.567,74.564,182587,4
38,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,80,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
39,Tori Amos,Pretty Good Year - 2015 Remaster,70euagGKfDWkSQCoZtHFdh,24,0.388,0.195,6,-14.857,1,0.0339,0.933,3.97e-06,0.0989,0.321,133.152,205640,4
40,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,86,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
41,Fleetwood Mac,Little Lies - 2018 Remaster,3OKks9E1lZ0E8FOVMFZY49,46,0.643,0.655,2,-10.249,1,0.0255,0.213,0.000249,0.0462,0.878,124.731,219800,4
42,Juice WRLD,Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,81,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4
43,David Bowie,Golden Years - 2016 Remaster,4JRem7xHp2l0kmUvt9zCKu,64,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,243280,4
44,Playboi Carti,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,81,0.657,0.668,2,-6.208,1,0.136,0.0273,0.0,0.32,0.227,162.997,206333,4
45,Fleetwood Mac,Everywhere - 2018 Remaster,7BRMVjSXolblx6ZXliSaMl,48,0.74,0.465,4,-10.85,1,0.0325,0.253,0.0107,0.0927,0.682,114.959,223253,4
46,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,81,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
47,Eagles,Funky New Year - 2013 Remaster,7tJS1cjSD1P8bodNGblYiK,23,0.657,0.538,9,-10.34,1,0.0591,0.0544,0.0343,0.332,0.785,90.81,241227,4
48,03 Greedo,Substance,0MoQI1EZGSHLhd5UBdxPol,84,0.599,0.32,3,-13.716,0,0.0787,0.26,0.0,0.106,0.197,70.998,219834,4
49,Fleetwood Mac,Go Your Own Way - 2018 Remaster,5Xuqdg5YKspLi862bT13hp,46,0.572,0.932,5,-6.395,1,0.0442,0.00528,0.0371,0.0835,0.657,136.041,219027,4
50,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,85,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
51,Simply Red,Holding Back the Years - 2008 Remaster,1yg7fwwYmx9DQ2TdXUmfpJ,70,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,269840,4
52,Kali Uchis,Dead To Me,6LOZws7T3jqZz78unPgFF9,82,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,199506,4
53,Fleetwood Mac,Landslide - 2018 Remaster,5WLyTdKPldPGy25lTpmURT,42,0.433,0.292,7,-15.157,0,0.0307,0.859,0.00105,0.191,0.505,160.202,200413,4
54,Metro Boomin,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,80,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4
55,Iron Maiden,Wasted Years - 2015 Remaster,2V0T2LS0pf2r3EFpOEkZFO,55,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,4
56,Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,81,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4
57,Fleetwood Mac,Sara - Single; 2018 Remaster,3MjvXLXwQKvY6ZRzXHal7D,42,0.734,0.529,10,-12.129,1,0.0293,0.405,0.00215,0.161,0.549,127.015,276920,4
58,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,82,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
59,APRE,Gap Year 2008,0Sbb2ST9tXiKBkQw7XUZrw,26,0.651,0.89,0,-4.745,0,0.0563,0.196,7.22e-05,0.301,0.866,149.979,237778,4
60,Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,79,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4
61,Foster The People,Pumped Up Kicks,2ED8sc40RVFvgqao2r3Qqn,48,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
62,Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,79,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4
63,David Bowie,Five Years - 2012 Remaster,1JIzFhI9Lt5FyslawmHCBi,61,0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,283753,3
64,Kanye West,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,80,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4
65,Fleetwood Mac,Hold Me - 2018 Remaster,1lnJ3iFyoxzL5jKlYgOMY1,39,0.701,0.758,3,-8.155,1,0.0328,0.365,0.0725,0.0615,0.853,125.761,224733,4
66,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,83,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
67,Vera Lynn,The Loveliest Night Of The Year - 2017 Version,1R9zW8DFjW6NLDjrlKwCyN,18,0.181,0.16,5,-14.428,1,0.0318,0.923,4.19e-05,0.272,0.215,83.181,152787,4
68,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,84,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
69,Fleetwood Mac,As Long as You Follow - 2018 Remaster,12HlWPk7XLbogenA99DV6c,41,0.581,0.634,5,-7.139,1,0.0231,0.275,1.88e-06,0.335,0.575,102.605,260013,4
70,Lil Baby,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,79,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4
71,Fleetwood Mac,Hypnotized - 2018 Remaster,07Hx52VDE1d0ioKIrch9MF,37,0.413,0.679,5,-12.559,0,0.0478,0.21,0.00325,0.0805,0.968,161.679,289307,3
72,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,81,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
73,Fleetwood Mac,You Make Loving Fun - 2018 Remaster,4tQ0tZU5YNQSrwG1ayurdz,37,0.657,0.528,7,-9.755,0,0.0257,0.0249,0.0904,0.0713,0.873,125.802,216867,4
74,Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,79,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
75,Fleetwood Mac,Oh Well (Pt. 1) - Mono; 2018 Remaster,2dyCo0B5PvcbTcSpgZv51m,39,0.472,0.579,4,-10.533,0,0.131,0.265,0.0732,0.135,0.18,103.14,212507,4
76,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,84,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4
77,Fleetwood Mac,Big Love - 2018 Remaster,3qoOu5YrvXbqyzOtmdneF8,38,0.71,0.747,10,-10.558,0,0.0482,0.0288,0.154,0.0741,0.618,125.376,222373,4
78,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,79,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,205800,4
79,Fleetwood Mac,Say You Love Me - 2018 Remaster,6GVynE5kXVXoOWksSqMp8B,34,0.687,0.784,9,-7.666,1,0.0275,0.0842,0.00404,0.132,0.893,128.648,242440,4
80,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,83,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
81,WRLD,Wishful Thinking - 2018,79hV9YHayd2RIzpgrxNVd8,32,0.662,0.797,6,-6.434,1,0.0367,0.11,0.0516,0.164,0.583,124.009,205161,4
82,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,79,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455,4
83,StringStorm,Ten Thousand Years,2mLxRnBIF8czuThqRxIjE5,37,0.5,0.742,2,-13.368,0,0.0418,0.0101,2.22e-06,0.128,0.255,79.986,203807,4
84,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,78,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
85,Mark Ronson,Uptown Funk (feat. Bruno Mars),1oP75mIKhxUPbdYadfKAts,38,0.85,0.67,0,-5.327,1,0.0908,0.00974,8.11e-05,0.0228,0.935,115.017,270933,4
86,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,83,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
87,"Earth, Wind & Fire",September,7zUogmz7vHIVvsOSuSynKL,36,0.696,0.694,9,-11.577,1,0.031,0.144,3.02e-05,0.17,0.981,125.57,215973,4
88,Playboi Carti,R.I.P.,3L0IKstjUgDFVQAbQIRZRv,79,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,192027,4
89,Fleetwood Mac,Over My Head - 2018 Remaster,0zMxvCIYqGcn6prnLRjfxW,31,0.611,0.637,2,-10.822,1,0.0298,0.433,0.00177,0.167,0.653,98.349,189533,4
90,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,84,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
91,Camila Cabello,Havana (feat. Young Thug),3KrdXYHIv0fikr5qKOxRAq,36,0.745,0.544,7,-4.517,0,0.0303,0.169,5.33e-05,0.12,0.422,104.985,214773,4
92,21 Savage,ball w/o you,50a8bKqlwDEqeiEknrzkTO,79,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,195047,4
93,Fleetwood Mac,Paper Doll - 2018 Remaster,1Zx0gtbyIG6LYqjbS3pOp0,31,0.711,0.859,9,-8.375,1,0.039,0.194,1.25e-05,0.0561,0.844,101.198,238947,4
94,Vacations,Telephones,0JIMT9gzLIIz0esKLyjbKf,80,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,212432,4
95,Max Richter,Vladimir's Blues 2018,63BuWRRIrcQlxuxPmU87kQ,35,0.362,0.153,9,-29.361,1,0.0494,0.992,0.885,0.087,0.0386,98.847,89960,4
96,Kanye West,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,79,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,215320,4
97,015B,Hard to Start,5nMMXUI1ZkN6TWqL5E1UzX,39,0.862,0.467,0,-7.831,1,0.0653,0.642,0.0,0.089,0.904,133.012,207227,4
98,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,78,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,247055,4
99,Fleetwood Mac,The Green Manalishi (With the Two Prong Crown) - 2018 Remaster,5dPwxUZTCFCI1okot98SEt,33,0.515,0.594,11,-11.435,0,0.0334,0.073,0.0524,0.123,0.379,102.767,279293,4
100,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,85,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
101,Calvin Harris,One Kiss,6Mcd2tlwSiqsnMC85DF4Ns,45,0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,209040,4
102,Rainbow Kitten Surprise,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,78,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,152293,4
103,Fleetwood Mac,Rattlesnake Shake - 2018 Remaster,0zXBl25ksnfGNkS6tgsMb2,31,0.583,0.62,2,-10.91,1,0.031,0.0154,0.0108,0.15,0.442,101.054,213173,4
104,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,77,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4
105,Fleetwood Mac,Save Me - 2018 Remaster,4H3azH9hDiqeykrCOAfB4m,31,0.542,0.84,9,-6.774,0,0.0346,0.228,0.00232,0.309,0.645,139.623,246827,4
106,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,83,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
107,Fleetwood Mac,Peacekeeper - Live 1997; 2018 Remaster,641hvI4UM2geY5IbOV8SZ9,31,0.599,0.712,7,-6.141,0,0.0331,0.111,1.35e-05,0.112,0.664,127.142,250987,4
108,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,79,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
109,TLC,No Scrubs,3okWQ7ykLevuruyk60bFgy,39,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
110,Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u,81,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
111,Fleetwood Mac,For Your Love - 2018 Remaster,0m8FPvtqX1SkWp2hgiXD8v,30,0.493,0.679,11,-12.521,0,0.0396,0.107,0.00228,0.116,0.563,141.84,226840,4
112,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,80,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4
113,Fleetwood Mac,Did You Ever Love Me - 2018 Remaster,0CldGTIQo0ZMeEqSWZ1WPa,31,0.703,0.576,0,-10.753,1,0.0432,0.0396,3.06e-05,0.102,0.633,89.793,223147,4
114,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,78,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
115,Fleetwood Mac,Say You Will - Live 1997; 2018 Remaster,5oapb9fhNKYLPzlqfom7Sh,30,0.575,0.825,5,-6.932,1,0.0634,0.155,0.0,0.179,0.839,121.314,229627,4
116,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,80,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
117,Fleetwood Mac,Sands of Time - Single; 2018 Remaster,00Fboe8pNoWHLg1nn3e7Oi,30,0.614,0.668,7,-11.31,1,0.0268,0.105,0.116,0.109,0.873,137.003,183253,4
118,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,83,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
119,Fleetwood Mac,Tell Me All The Things You Do - 2018 Remaster,2LUXZhj73mUFIFUOU56w9r,31,0.547,0.691,4,-11.127,0,0.0333,0.0206,0.393,0.0862,0.912,148.802,252680,4
120,Lauv,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,84,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
121,Fleetwood Mac,Think About Me - Single; 2018 Remaster,1sppdZoKN39258NWRfb6TN,29,0.658,0.8,0,-7.834,1,0.0289,0.0449,0.000487,0.106,0.771,118.553,164480,4
122,Mitski,Nobody,2P5yIMu2DNeMXTyOANKS6k,81,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,193429,4
123,Fleetwood Mac,Jewel Eyed Judy - 2018 Remaster,7cXfnOlHiRocLQEKHRe5hE,29,0.542,0.194,9,-16.503,1,0.0308,0.717,0.000262,0.066,0.381,90.239,199373,4
124,80purppp,Hex,7D7e6hm2LiNd6nLuJF6K9Q,79,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,122222,4
125,Fleetwood Mac,Love In Store - 2018 Remaster,1zKpjObwEl01dSUDW2IysQ,30,0.69,0.578,0,-8.471,1,0.0277,0.111,0.000996,0.103,0.415,124.493,194440,4
126,Key Glock,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,77,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600,4
127,Dj Kiran Kamath,New Year Mix 2018 - DJ Kiran Kamath,6yESq1llaLQJSbGVex6La8,41,0.698,0.902,11,-3.789,0,0.0451,0.0663,0.000256,0.281,0.756,102.053,212353,4
128,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,80,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
129,Fleetwood Mac,Oh Diane - 2018 Remaster,775CXeXucEa1wd6rPuFcWC,33,0.716,0.622,11,-9.16,1,0.0347,0.368,0.00263,0.0902,0.694,140.066,156667,4
130,Joji,worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,80,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,126312,1
131,Fleetwood Mac,Love Shines - 2018 Remaster,2HRpqUsdfTTL5KdACH6VIe,31,0.62,0.703,7,-7.847,1,0.0226,0.212,0.0012,0.136,0.642,98.325,288480,4
132,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,83,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
133,Clarence Murray,Don't Talk Like That (2018 Remaster),5ubVVX5G8Rf5bJIBh0PzeF,31,0.668,0.486,9,-11.74,1,0.0385,0.176,0.000218,0.0917,0.973,141.003,147204,4
134,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,80,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
135,Fleetwood Mac,Sad Angel - 2018 Remaster,6YMf299OCTq5q8pbGjv6r1,30,0.431,0.889,6,-5.546,1,0.0349,0.013,2.01e-05,0.222,0.814,161.145,243907,4
136,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,80,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4
137,Fleetwood Mac,Isn't It Midnight - 2018 Remaster,1e7M98usgS7tK89PoEbqpz,30,0.469,0.73,0,-11.89,0,0.0358,0.00264,0.0482,0.15,0.573,145.781,253760,4
138,Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,79,0.764,0.394,8,-8.559,1,0.154,0.224,8.71e-05,0.119,0.471,92.011,158421,4
139,Fleetwood Mac,Heroes Are Hard to Find (Single) - 2018 Remaster,4C6um1v4oCpbfBbZNTDry8,29,0.652,0.751,2,-8.541,1,0.0279,0.172,0.000258,0.203,0.922,99.355,166813,4
140,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,83,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
141,Fleetwood Mac,I Do - Edit; 2018 Remaster,3ER2XRLMw5TP0ksBdXXrK3,29,0.668,0.766,2,-6.164,1,0.0293,0.632,0.000541,0.108,0.813,120.339,229560,4
142,Joji,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,81,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
143,Fleetwood Mac,Spare Me a Little of Your Love - 2018 Remaster,5sVW3lrHfRnPYkTHHeaM7j,28,0.591,0.715,7,-8.406,1,0.0301,0.239,0.00696,0.323,0.827,95.145,227187,4
144,Mitski,Me and My Husband,3pANfZVFdtuVnJsE6xa5Ox,80,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,137142,4
