,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
26,Labrinth,Formula,6EtKlIQmGPB9SX8UjDJG5s,88,0.574,0.664,11,-6.068,1,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870,4
27,Mark Ronson,Uptown Funk (feat. Bruno Mars),1oP75mIKhxUPbdYadfKAts,38,0.85,0.67,0,-5.327,1,0.0908,0.00974,8.11e-05,0.0228,0.935,115.017,270933,4
28,"Tyler, The Creator",ARE WE STILL FRIENDS?,5TxRUOsGeWeRl3xOML59Ai,81,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,265480,3
29,The Kiboomers,The Months of the Year - 2014 Version,58lQgf1Y5gRJRr6S0Nwp50,30,0.903,0.262,2,-12.528,1,0.081,0.843,0.0,0.109,0.681,95.098,89655,4
30,The Backseat Lovers,Kilby Girl,1170VohRSx6GwE6QDCHPPH,81,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4
31,"Earth, Wind & Fire",September,7zUogmz7vHIVvsOSuSynKL,36,0.696,0.694,9,-11.577,1,0.031,0.144,3.02e-05,0.17,0.981,125.57,215973,4
32,Eyedress,Jealous,1aXV8GrmQLvgoFtBPERP7E,83,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,122339,4
33,Mike & The Mechanics,The Living Years - 2019 Version,2O6y8426AZzwbDE6QcLqOi,36,0.513,0.62,1,-6.849,1,0.0317,0.483,0.0,0.0797,0.196,97.869,384947,4
34,Harry Styles,Falling,1ZMiCix7XSAbfAJlEZWMCp,87,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
35,Il Volo,Il Mondo - 2019,6KPlwz2rUKqfZrkxLlMnsG,28,0.402,0.76,4,-5.049,1,0.0569,0.592,0.0,0.142,0.26,79.136,236085,4
36,Baby Keem,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,81,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882,4
37,Riff Raff,Rookie of the Year 2013,4KoDsg2EbYPgqpXSrKqB7F,22,0.773,0.859,2,-6.459,1,0.0573,0.0044,0.00711,0.117,0.577,159.955,121500,4
38,Labrinth,All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,87,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987,4
39,Pink Floyd,"Another Brick In the Wall, Part 2 - 2019 remix [Live]",1xUTI8Ce8IQnyYCGPmrbzS,38,0.395,0.766,0,-11.041,1,0.0512,0.00583,0.00624,0.774,0.611,105.41,326373,4
40,Gesaffelstein,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,87,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,202093,4
41,Tori Amos,Pretty Good Year - 2015 Remaster,70euagGKfDWkSQCoZtHFdh,24,0.388,0.195,6,-14.857,1,0.0339,0.933,3.97e-06,0.0989,0.321,133.152,205640,4
42,Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,86,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
43,Camila Cabello,Havana (feat. Young Thug),3KrdXYHIv0fikr5qKOxRAq,36,0.745,0.544,7,-4.517,0,0.0303,0.169,5.33e-05,0.12,0.422,104.985,214773,4
44,Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t,82,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,3
45,David Bowie,Golden Years - 2016 Remaster,4JRem7xHp2l0kmUvt9zCKu,64,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,243280,4
46,Harry Styles,Golden,45S5WTQEGOB1VHr1Q4FuPl,86,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
47,Pink Floyd,Time - 2019 remix [Live],4pXxIVE4YTBE8b5HQdjqOC,34,0.34,0.744,9,-10.255,1,0.0462,0.0236,0.00649,0.617,0.358,131.055,318347,4
48,Wallows,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,82,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,4
49,Eagles,Funky New Year - 2013 Remaster,7tJS1cjSD1P8bodNGblYiK,23,0.657,0.538,9,-10.34,1,0.0591,0.0544,0.0343,0.332,0.785,90.81,241227,4
50,Roddy Ricch,The Box,0nbXyq5TXYPCO7pr3N8S4I,84,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4
51,Calvin Harris,One Kiss,6Mcd2tlwSiqsnMC85DF4Ns,45,0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,209040,4
52,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,88,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
53,Iron Maiden,Wasted Years - 2015 Remaster,2V0T2LS0pf2r3EFpOEkZFO,55,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,4
54,Dayglow,Can I Call You Tonight?,64lsIF5pw0sJY0gV5kz0RN,82,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,4
55,Pink Floyd,Us and Them - 2019 remix [Live],4y7fXAK8R5CiAibNAl7Iua,33,0.337,0.38,2,-10.804,1,0.027,0.118,2.83e-05,0.982,0.161,76.027,459813,4
56,Mustard,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,81,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4
57,David Bowie,Five Years - 2012 Remaster,1JIzFhI9Lt5FyslawmHCBi,61,0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,283753,3
58,Pop Smoke,Dior,79s5XnCN4TJKTVMSmOx8Ep,84,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,4
59,Pink Floyd,Money - 2019 remix [Live],03LGbyKGpTElZFVfpeRnyD,33,0.35,0.734,4,-9.182,0,0.0452,0.011,0.000371,0.785,0.579,132.664,497987,4
60,Labrinth,Still Don't Know My Name,6N22FZs2ZhPBYi3b9XPajV,86,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,153294,1
61,KHIOKEN,year 2049,05PZ2Znw2FGqfK5kYVngIO,0,0.742,0.564,7,-6.455,1,0.0558,0.00286,0.0,0.136,0.174,142.022,137484,4
62,Aaron May,Let Go,1NCWXbUyF88ee30OMAe7dO,79,0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017,176532,4
63,Mooqee,Player - 2019 Disco Rework,3C3xDj61g8PLEkko0q5Lbf,44,0.818,0.772,4,-5.871,0,0.0361,0.00035,0.204,0.0699,0.738,122.017,240000,4
64,Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,85,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307,4
65,Vera Lynn,The Loveliest Night Of The Year - 2017 Version,1R9zW8DFjW6NLDjrlKwCyN,18,0.181,0.16,5,-14.428,1,0.0318,0.923,4.19e-05,0.272,0.215,83.181,152787,4
66,Polo G,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1,81,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4
67,Pink Floyd,On the Turning Away - Remix 2019,6RyZdwAmLZF1Cwkl7mhjLZ,30,0.423,0.374,7,-11.215,1,0.0291,0.0279,0.00494,0.109,0.101,100.022,342440,4
68,Clairo,Sofia,7B3z0ySL9Rr0XvZEAjWZzM,82,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387,4
69,TLC,No Scrubs,3okWQ7ykLevuruyk60bFgy,39,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
70,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,85,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
71,Pink Floyd,Wish You Were Here - Live at Knebworth 1990,57Nc8KTrSOGqgjxfGzqRP1,38,0.418,0.382,7,-14.1,1,0.0307,0.3,0.00207,0.737,0.263,128.159,283827,4
72,Travis Scott,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,84,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
73,Pink Floyd,Run Like Hell - 2019 remix [Live],7I0KQYg6KaIe4Q8RoH5FXG,32,0.447,0.916,4,-9.551,0,0.0994,0.0515,0.187,0.952,0.159,122.319,465813,4
74,Juice WRLD,Let Me Know (I Wonder Why Freestyle),3wwo0bJvDSorOpNfzEkfXx,80,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,4
75,Pink Floyd,Welcome to the Machine - 2019 remix [Live],7hRude5nK6ofdWd1aUf3mi,32,0.362,0.502,0,-11.68,1,0.033,0.0276,0.00223,0.737,0.0454,131.095,465147,4
76,Trippie Redd,The Grinch,1W24W6jQegnNh0x5DfBBPT,78,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,91288,4
77,Pink Floyd,On the Turning Away - 2019 remix [Live],7gkYyPzHSzINK0PdNS5ehL,32,0.319,0.584,7,-10.454,1,0.0334,0.0288,0.000134,0.959,0.081,102.486,553200,4
78,Luke Combs,Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,78,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4
79,Pink Floyd,One Slip - Remix 2019,4topvmlYQ0WQe9sSmJH0YF,30,0.564,0.557,5,-13.701,0,0.0382,0.212,0.0297,0.101,0.44,116.967,309933,4
80,Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,86,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,4
81,Pink Floyd,Wish You Were Here - 2019 remix [Live],5PeyGshewkLwL59zOAIW4C,34,0.448,0.366,7,-13.691,1,0.0297,0.39,0.000727,0.819,0.146,132.207,278507,4
82,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,84,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4
83,Pink Floyd,Signs of Life - Remix 2019,3gtNd9RV49v6AFla6L9oDE,29,0.218,0.281,11,-22.387,1,0.0798,0.25,0.0319,0.264,0.0584,75.217,263893,4
84,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,86,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
85,Pink Floyd,Sorrow - Remix 2019,0dTx0BkWs1Ew6tVO7Ikr1G,29,0.459,0.589,9,-11.614,1,0.0328,0.0199,0.571,0.0837,0.148,95.993,526480,4
86,Lil Tjay,F.N,0RLLvYBopDwooCyvnTwgYu,81,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1
87,Surfaces,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,81,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571,4
88,Pink Floyd,One of These Days - 2019 remix [Live],7JaQmQKiF2KkHtlK8End9y,30,0.228,0.949,1,-9.487,0,0.202,0.023,0.0141,0.721,0.0737,128.685,378480,4
89,Zach Bryan,Heading South,2Dct3GykKZ58hpWRFfe2Qd,76,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,4
90,Pink Floyd,Terminal Frost - 2019 remix [Live],1ecPv9ymYtafPtVeYyV3KJ,29,0.347,0.48,7,-12.786,1,0.0287,0.00437,0.00309,0.679,0.219,174.119,377133,4
91,Chris Brown,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,81,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4
92,Greensky Bluegrass,Leap Year 9/14: Red Rocks - Live,0fL3GYzKxfAi2jNt2sUVfA,24,0.36,0.559,1,-13.718,0,0.0316,0.628,0.868,0.957,0.484,135.45,1023829,4
93,Juice WRLD,Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,79,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,4
94,Pink Floyd,The Dogs of War - Remix 2019,2Ev5oXviJgU07hqSDYuJKZ,29,0.332,0.473,1,-10.341,1,0.0581,0.312,0.000148,0.919,0.131,128.604,364747,1
95,Pecos & the Rooftops,This Damn Song,7s9bJQK8sr8yDyOAHn8miR,75,0.646,0.472,0,-6.743,1,0.0323,0.193,0.0,0.269,0.166,120.187,280000,4
96,Pink Floyd,On the Run - 2019 remix [Live],75rTS9ah1yctiZjIwsU7OX,30,0.28,0.63,7,-19.03,1,0.241,0.139,0.773,0.38,0.0395,81.98,168947,4
97,Post Malone,Wow.,7xQAfvXzm3AkraOtGPWIZg,82,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
98,Pink Floyd,Yet Another Movie - 2019 remix [Live],5dlL1PVoVscf1hbcPRDg70,30,0.16,0.579,7,-11.515,1,0.0415,0.00745,0.0283,0.284,0.318,95.039,376907,4
99,Labrinth,Forever,6potEImiklXkwD9qFzpu15,85,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,202536,4
100,Il Volo,Un amore così grande - 2019,0H3QtS68itKudHItu8dLus,23,0.311,0.662,10,-4.491,1,0.0388,0.64,3.13e-06,0.0888,0.165,128.53,192030,4
101,Billie Eilish,when the party's over,43zdsphuZLzwA9k4DJhU0I,84,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
102,Pink Floyd,The Dogs of War - 2019 remix [Live],75WXfSu3uWvQl3x6vrpcSy,30,0.219,0.671,1,-9.32,1,0.0676,0.0823,0.00054,0.982,0.166,86.049,482493,4
103,Rex Orange County,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,80,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,267520,4
104,Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL,80,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
105,Pink Floyd,Signs of Life - 2019 remix [Live],3WYct0etrRZLnMovAs4Nnr,29,0.155,0.189,11,-22.691,1,0.0444,0.132,0.377,0.41,0.0367,87.779,198933,3
106,YoungBoy Never Broke Again,Make No Sense,6klLvorLoo1sxvZcjJIY8I,77,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,148630,4
107,Pink Floyd,Shine On You Crazy Diamond (Parts 1-5) - 2019 remix [Live],4NT3KNzusvMUqge9oXqRMp,30,0.246,0.555,7,-11.489,0,0.0407,0.237,0.00163,0.978,0.156,99.798,729240,4
108,Juice WRLD,Empty,3T06rGO2dVEntMvym0vpQu,78,0.746,0.561,0,-4.869,1,0.0526,0.0758,0.0,0.132,0.463,77.535,248431,4
109,Pink Floyd,Round and Around - 2019 remix [Live],0MrFD0inYrARn0CKdIp1cx,29,0.278,0.46,11,-17.69,0,0.0518,0.0734,0.453,0.949,0.964,159.759,34573,5
110,Maren Morris,The Bones,7yFhA2fUsL2oIMWlw5DaHQ,78,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293,4
111,Pink Floyd,Yet Another Movie - Remix 2019,0oQlbs16wtdkKYoSfVAQUt,28,0.302,0.406,7,-13.393,1,0.0315,0.0526,0.59,0.201,0.14,93.844,375427,4
112,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,82,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
113,Pink Floyd,Comfortably Numb - 2019 remix [Live],5L7ge1RYPPhLyzXKTSdXjb,29,0.194,0.642,7,-10.086,1,0.0398,0.00102,1.84e-05,0.808,0.237,134.356,594480,4
114,Taylor Swift,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,82,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4
115,Usher,Yeah! (feat. Lil Jon & Ludacris),0utLWSIbolqT7KyppMuxKY,36,0.893,0.787,2,-4.732,1,0.127,0.0196,0.0,0.0418,0.577,105.019,250373,4
116,Billie Eilish,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,84,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
117,Doja Cat,Say So,3Dv1eDb0MEgF93GpLXlucZ,84,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4
118,Shakira,Hips Don't Lie (feat. Wyclef Jean),0vkLnZMWMmE3DDREbmEMeB,38,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
119,Billie Eilish,i love you,6CcJMwBtXByIz4zQLzFkKc,82,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4
120,Pink Floyd,Terminal Frost - Remix 2019,73fQJejfeIb6AyjIqyDiLF,27,0.467,0.44,7,-14.58,1,0.0283,0.0111,0.446,0.131,0.0691,85.946,376453,4
121,Lizzo,Truth Hurts,3HWzoMvoF3TQfYg4UPszDq,78,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
122,Pink Floyd,Learning to Fly - 2019 remix [Live],1sBMXOXdWkhsho4mPlMOl7,28,0.322,0.622,0,-11.729,1,0.0377,0.0591,0.0163,0.79,0.608,85.101,319907,4
123,Labrinth,When I R.I.P.,2t16D9V5FmmRAJjsSpwvZf,85,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,174568,4
124,Pink Floyd,A New Machine Part 2 - 2019 remix [Live],6Kyz1CzxfgyDKBi32HFJxv,28,0.324,0.315,7,-16.938,0,0.0312,0.637,7.98e-05,0.652,0.538,91.929,34573,1
125,Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,80,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
126,Will Smith,Gettin' Jiggy Wit It,7yFWGNwgCJCZuf26chEeQV,32,0.882,0.874,6,-4.518,1,0.141,0.0173,1.84e-06,0.152,0.842,107.88,227933,4
127,King Von,"Crazy Story, Pt. 3",23TwR29GSeJBfXnXhmDlwR,76,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,191399,4
128,Pink Floyd,Round and Around - Remix 2019,1mi5VkGg9mwQ2v097ZSA8Q,26,0.392,0.131,2,-20.893,1,0.0328,0.41,0.829,0.119,0.534,159.743,72280,5
129,Lewis Capaldi,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,85,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
130,Pink Floyd,Sorrow - 2019 remix [Live],3dfe0fKRLb8WIqzK9KxAAQ,26,0.358,0.704,9,-10.559,1,0.0416,0.0923,0.0155,0.393,0.111,95.043,625240,4
131,Old Dominion,One Man Band,7cA3PnUQDlUyBBwpRozQeo,76,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4
132,Pink Floyd,Marooned Jam - 1994 Recording,6nunttbju0sb6U7ao7fedl,30,0.362,0.471,4,-14.783,0,0.0479,0.00457,0.699,0.118,0.291,150.274,199240,4
133,Dayglow,Hot Rod,0zePbRMJ9sd7wsZRlbPQua,79,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,204014,4
134,Luke Combs,Better Together,6gdLyYNuhWBzqwlOFSsXC7,76,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,4
135,Pink Floyd,A New Machine Part 1 - Remix 2019,0npM0OKctqNRYgNmKfyFFQ,26,0.161,0.0374,10,-20.252,1,0.0333,0.721,0.14,0.157,0.0396,174.54,106400,3
136,Trefuego,90mh,1VxvGm1moDJ3svQlwjdBwA,81,0.716,0.427,1,-8.993,1,0.0529,0.187,0.0,0.354,0.223,108.993,143334,4
137,Kesha,TiK ToK,4VDpxXor1Y0Fkucgn9aMcg,33,0.758,0.838,2,-2.713,0,0.122,0.0992,0.0,0.288,0.711,120.029,199693,4
138,Vierre Cloud,moment,5K9tfeoiztw94dyWzF39jq,82,0.544,0.855,6,-7.461,1,0.093,0.0426,0.157,0.167,0.517,171.349,129543,4
139,Pink Floyd,A New Machine Part 2 - Remix 2019,7e1bk6Hdqdb7z4nAltPVVG,26,0.326,0.0803,1,-20.299,1,0.0403,0.673,0.889,0.108,0.0352,56.141,39427,3
140,Liana Flores,rises the moon,51Grh1RyUDcMBbpuyUIUHI,78,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929,3
141,Laszlo,Feels Like Love - 2019,0ia1yM0yP6wQk3MjBLlxh0,25,0.733,0.745,9,-4.614,0,0.0646,0.506,0.0835,0.084,0.421,125.037,188160,4
142,jagger finn,Vas,6S7o12almFeL57rbRvdY5l,79,0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114,90324,4
143,Ginuwine,Pony,07bbJiXbkhMurH0wkuPYer,33,0.545,0.647,8,-8.079,0,0.284,0.0068,0.000904,0.503,0.957,142.026,324800,4
144,Baby Keem,HONEST,58k32my5lKofeZRtIvBDg9,77,0.676,0.536,2,-8.79,1,0.0432,0.403,3.37e-05,0.105,0.373,79.037,172672,4
145,Pink Floyd,One Slip - 2019 remix [Live],5WudOQLpFH9yK66mPGWxRT,24,0.546,0.857,7,-10.912,0,0.0588,0.161,0.0564,0.973,0.353,117.053,368747,4
146,Strawberry Guy,Mrs Magic,0TZejo18HlJ86OrWNsXKnw,78,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,208500,4
