,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
34,Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,90,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,193507,4
35,New West,Years Ago,6NdyWIS7wxMTombWPpzjqf,40,0.531,0.474,1,-6.664,1,0.0251,0.55,0.0,0.0487,0.355,84.398,194911,4
36,Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,94,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
37,Arnold Onea,YEAR 2021,1tSKyM7Sl77WBCp0Ha9mUi,0,0.659,0.839,7,-7.505,1,0.0372,0.000337,0.126,0.107,0.0845,124.015,287692,4
38,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,91,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
39,Fred again..,Kahan (Last Year),3IGsYYUDb4PrfrsP5tmjHd,46,0.441,0.428,9,-10.694,1,0.0609,0.856,0.000144,0.112,0.15,106.318,216000,4
40,The Rare Occasions,Notion,0sTlGEld0h8kIPZaKDYUf4,89,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,195121,4
41,Elvis Costello & The Attractions,No Action - 2021 Remaster,2GFakdGflCFgwFrJfZkvzK,37,0.342,0.907,4,-4.44,1,0.0672,0.0265,2.36e-05,0.206,0.624,157.509,121093,3
42,Elton John,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,94,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
43,Elvis Costello & The Attractions,Lipstick Vogue - 2021 Remaster,2PiNhvEBruOkFZ4g4IwtXo,36,0.328,0.885,11,-7.058,0,0.0618,0.00558,0.00884,0.153,0.504,149.153,213413,4
44,Stephanie Beatriz,The Family Madrigal,4b1yxSdlumA8N4fEk4UOZp,86,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,141.391,257213,4
45,Saliva,After Me - 2021 Version,5BJs3aDrKYBRkzrhaVxf89,36,0.462,0.855,1,-4.336,0,0.0428,8.06e-06,0.000346,0.0745,0.516,89.996,234288,4
46,Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,92,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4
47,Incognito,You Are In My System,2kSStoNv9O3SLvOXebvuVt,41,0.735,0.904,5,-6.25,0,0.0497,0.0183,0.00014,0.0579,0.687,104.998,343600,4
48,Olivia Rodrigo,deja vu,6HU7h9RYOaPRFeh0R3UeAr,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,4
49,015B,불확정성의 원리,43DzoI3qDPwwJBYG21Ij3G,39,0.647,0.639,2,-4.28,0,0.0471,0.0426,0.000166,0.0738,0.952,150.002,169312,4
50,SZA,I Hate U,5dXWFMwD7I7zXsInONVl0H,86,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,174000,5
51,DKZ,2021 (Memories),0lPZVtjG2MPUwre5rpPPBF,40,0.744,0.402,5,-8.323,1,0.08,0.304,0.0,0.35,0.818,80.034,144000,4
52,Drake,Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,85,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,4
53,Armin van Buuren,A State Of Trance Year Mix 2021 (Mixed) - Intro - Learn To Dance Again,57NBYe5qZcBS9h3wYj98hj,38,0.547,0.472,4,-10.267,0,0.218,0.449,1.42e-06,0.372,0.0492,121.873,123640,3
54,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,94,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
55,Ferry Corsten,Bloodstream (Mixed),5K3rRAywkyxNeFHgrqPoZ1,43,0.606,0.879,9,-8.284,0,0.0509,0.000312,0.482,0.268,0.411,123.985,79560,3
56,Surf Curse,Freaks,7EkWXAI1wn8Ii883ecd9xr,89,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4
57,Dept,Next Year (feat. Will Jay),6ZAT4DKNdV9ohX5ypsEhSY,38,0.646,0.455,4,-6.546,0,0.0489,0.501,0.0,0.0774,0.393,168.008,173293,4
58,Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,91,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4
59,Elvis Costello & The Attractions,Lip Service - 2021 Remaster,23acMIboTpqnM5kueS7GV8,30,0.538,0.916,4,-4.906,1,0.0318,0.00391,0.00118,0.237,0.892,150.553,159213,4
60,Drake,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG,86,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605,4
61,Alesso,Leave A Little Love (Mixed) - Club Mix,0oGKDmrn3HQ4ih50iWD7sl,43,0.497,0.919,5,-7.848,0,0.0463,0.000132,0.000238,0.345,0.461,129.495,88813,3
62,Morgan Wallen,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,82,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,178520,3
63,Super8 & Tab,Asylum (Mixed),62EPXafHGwgJ9ImPWrDiD1,43,0.596,0.929,0,-7.04,1,0.0362,2.84e-06,0.242,0.453,0.543,128.009,60035,4
64,Bad Bunny,Yonaguni,2JPLbjOn0wPCngEot2STUS,92,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4
65,Cosmic Gate,Feel It (Mixed),5fQa90l4pXmnCqBOfTlO7k,42,0.447,0.949,7,-6.466,0,0.0424,1.55e-05,0.978,0.29,0.562,127.944,73840,4
66,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,92,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
67,Cosmic Gate,Blame (Mixed),4aQhVBbFWaI5GWqieNtvkU,42,0.551,0.909,1,-9.174,1,0.0397,0.00652,0.9,0.583,0.289,126.001,60947,4
68,Doja Cat,You Right,0k4d5YPDr1r7FX77VdqWez,88,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4
69,Elvis Costello & The Attractions,You Belong To Me - 2021 Remaster,7LjcmjjxyEumIx8AOBVUij,30,0.408,0.872,7,-6.09,1,0.0522,0.0383,5.14e-05,0.0515,0.728,172.084,143120,4
70,Doja Cat,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,87,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4
71,Elvis Costello & The Attractions,Little Triggers - 2021 Remaster,2N8YyefuTvFIbgCiCYoXVU,30,0.474,0.518,5,-8.14,1,0.0513,0.257,1.97e-05,0.0743,0.228,156.738,163640,3
72,Diane Guerrero,What Else Can I Do?,3XoYqtiWHhsk59frZupImG,84,0.718,0.709,4,-5.568,1,0.039,0.258,0.0,0.101,0.54,119.974,179427,4
73,Kryder,Rapture (Mixed),3f5TV9HVfgxN46T83VdGLV,42,0.543,0.95,11,-6.261,0,0.0478,0.000117,0.602,0.337,0.558,123.933,61920,4
74,Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,93,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4
75,Saliva,Spyhunter - 2021 Version,646K2dKvCr8Nqy3XaSRHHM,28,0.423,0.94,5,-4.274,0,0.0605,0.000118,0.000375,0.322,0.694,179.979,262152,4
76,Latto,Big Energy,6Zu3aw7FfjAF9WA0fA81Oq,83,0.935,0.807,11,-3.838,0,0.114,0.0514,0.0,0.349,0.813,106.017,173182,4
77,York,Golden Hour (Mixed),6tRvdhn8a8WWBVKMRkXkXv,41,0.461,0.906,0,-7.462,1,0.0327,0.00659,0.666,0.432,0.655,127.179,53008,4
78,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,93,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301,4
79,Dimitri Vegas,Pull Me Closer (Mixed) - Armin van Buuren Remix,4P77jSLoRzmZfgULcVLc09,41,0.447,0.908,11,-7.588,0,0.0456,7.11e-06,0.901,0.15,0.385,123.995,61947,4
80,Lil Durk,Broadway Girls (feat. Morgan Wallen),3DZ8dbKg4OTSSqGARvecYd,81,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4
81,Elvis Costello & The Attractions,Living In Paradise - 2021 Remaster,3EWaYA9cYxeUHMaDMWqi0K,29,0.643,0.714,2,-6.128,1,0.0618,0.318,6.56e-06,0.299,0.962,130.643,227080,4
82,Drake,Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,87,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,4
83,Armin van Buuren,Sirius (Mixed),4KqgEV5NI6Kiw8IYIUI9cW,42,0.216,0.982,7,-8.692,1,0.0536,0.0125,0.788,0.29,0.334,121.18,94213,4
84,Cochise,Tell Em,7nc7mlSdWYeFom84zZ8Wr8,85,0.672,0.717,5,-7.476,1,0.226,0.103,0.0,0.398,0.473,157.905,180380,4
85,Elvis Costello & The Attractions,Hand In Hand - 2021 Remaster,0U9ZdBYiBK6pstkX5e70Yj,29,0.5,0.681,2,-7.053,1,0.0478,0.233,0.0,0.0623,0.511,140.564,156653,4
86,Olivia Rodrigo,favorite crime,5JCoSi02qi3jJeHdZXMmR8,88,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,152667,4
87,Ilan Bluestone,Stardust & Madness (Mixed),7eMLjJqzsgH2z60PvGtJbY,41,0.606,0.864,2,-7.32,0,0.0346,0.000186,0.866,0.182,0.465,128.016,59967,4
88,Doja Cat,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,86,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,0.619,124.097,174253,4
89,Cosmic Gate,Nothing To Hide (Mixed),6bMQcLhzqjLoWAKEeGSwF7,41,0.526,0.875,0,-7.576,1,0.0685,0.0002,0.942,0.161,0.136,124.036,59800,4
90,Jordan Davis,Buy Dirt,69AIpwGNLxr4qS1X5ynx60,81,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,167480,4
91,Above & Beyond,Almost Home (Mixed) - Above & Beyond Club Mix,1F1s5kY1q4HYDb3wXlRRq6,41,0.52,0.892,9,-6.727,0,0.0324,1.24e-06,0.976,0.283,0.78,128.013,44965,4
92,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,92,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
93,Armin van Buuren,Jonson's Play (Mixed),368O0lgEuKfKpuAV5IkKpw,41,0.525,0.913,0,-7.008,1,0.0347,0.00341,0.0244,0.527,0.701,128.013,44996,4
94,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,87,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,613027,4
95,Kyau & Albert,Spüren (Mixed) - Club Mix,1oUSNYyiWThc1hnN9twv6B,40,0.607,0.872,1,-7.448,1,0.0382,0.00563,0.396,0.279,0.404,127.993,90000,4
96,Morgan Wallen,Sand In My Boots,0uRrG2jRR5tuifsYIJHEao,80,0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,69.877,202133,4
97,AVIRA,Ocean (Mixed),5LR1lsoTR1rKX1C1mvYlPL,40,0.515,0.933,0,-8.175,1,0.0455,0.000611,6.29e-06,0.751,0.592,127.974,45002,4
98,Olivia Rodrigo,"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk,87,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,173160,4
99,Armin van Buuren,Hold On (Mixed) - Club Mix,49bB6BilfuQycwRTt8faR3,40,0.589,0.905,8,-7.591,1,0.0324,0.00184,0.956,0.662,0.154,127.995,91173,4
100,JVKE,this is what falling in love feels like,4UG2Fm0E98LhE2dlNxiAXx,87,0.424,0.438,11,-5.53,1,0.0553,0.617,0.0,0.0837,0.325,128.983,120308,5
101,Binary Finary,1998 (Mixed) - Jose De Mara Remix,1rF2fMWEJcLIFD63KUrjfl,40,0.471,0.952,1,-7.095,1,0.0438,5.77e-05,0.972,0.375,0.403,127.005,60488,4
102,BoyWithUke,Toxic,2gQPv5jvVPqU2a9HhMNO1v,90,0.594,0.612,8,-6.627,0,0.363,0.835,0.0,0.461,0.687,179.629,168020,4
103,Tinlicker,Children (Mixed),2jIyY91zgWZGu0Fqhp0PSr,41,0.644,0.938,6,-7.312,1,0.0362,6.23e-05,0.785,0.0993,0.272,126.015,76213,4
104,Stephanie Beatriz,Waiting On A Miracle,3oRW9ZGPRbLRMneQ5lwflt,83,0.48,0.554,1,-8.145,0,0.069,0.171,0.0,0.131,0.267,190.066,161840,3
105,Sian Evans,Hide U (Mixed) - Tinlicker Remix,7jjWMFsG6OUmcSyykcvLBV,40,0.472,0.927,10,-8.033,0,0.0454,2.43e-05,0.934,0.132,0.377,126.484,91112,4
106,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,86,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4
107,Scorz,Poison (Mixed) - Club Mix,6iLbE3BU0lwb8oUtzxpHY3,40,0.607,0.85,1,-7.874,1,0.0579,0.00026,0.0255,0.513,0.506,126.058,60160,4
108,Olivia Rodrigo,happier,2tGvwE8GcFKwNdAXMnlbfl,88,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
109,Armin van Buuren,Divino (Mixed),5on6OgMhzztqxOku6EXOfW,40,0.419,0.938,7,-7.801,0,0.0478,6.25e-05,0.0013,0.326,0.372,128.029,59560,4
110,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,90,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
111,AVIRA,Gold (Mixed),1AylRHyRUkTQ2qIVe2eaSw,40,0.553,0.873,5,-7.408,0,0.0622,8.28e-05,0.771,0.681,0.752,126.032,45733,4
112,Baby Keem,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH,82,0.711,0.611,1,-5.453,1,0.329,0.00575,0.0,0.231,0.144,134.14,252070,4
113,MaRLo,This Way (Mixed),5VKciNViGkGbbxE1gPAtzx,39,0.686,0.815,3,-6.477,0,0.0316,4.47e-05,0.744,0.321,0.42,131.96,83627,4
114,Sleepy Hallow,2055,4XvcHTUfIlWfyJTRG0aqlo,84,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,4
115,SLANDER,Love Is Gone (Mixed) - Armin van Buuren Remix,39N0x2bHHkTqTUiI4iYOBl,40,0.543,0.944,3,-6.749,0,0.0443,0.000284,0.0396,0.753,0.393,130.011,81200,4
116,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5B0kgjHULYJhAQkK5XsMoC,81,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,121573,4
117,York,On The Beach (Mixed) - Kryder Remix,0HNtEZmbur1t0geqk4IvNP,39,0.603,0.946,1,-7.143,1,0.0465,0.00446,0.9,0.447,0.578,125.964,46520,4
118,Doja Cat,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,87,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
119,Armin van Buuren,Tell Me Why (Mixed),1ibtFYUPdfQADmoQRN7BBy,39,0.497,0.892,11,-7.88,1,0.0451,0.000369,0.85,0.195,0.415,129.318,59529,4
120,ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ,79,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3
121,Tom Staar,Glow (Mixed),19GztuIXjGf8K6XRAQQNMB,39,0.541,0.931,1,-7.96,1,0.0455,0.00159,0.839,0.25,0.318,128.013,75013,4
122,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,89,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
123,Kyau & Albert,Outside 21 (Mixed),5mNNer74d2BhrpIt8RBo9C,39,0.385,0.956,6,-7.453,1,0.0444,0.000378,0.377,0.386,0.164,129.418,44804,4
124,Adele,Oh My God,3Kkjo3cT83cw09VJyrLNwX,90,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,225149,4
125,Ilan Bluestone,Paid For Love (Mixed),3JrvGvHNqvoKqPb16t9EhF,39,0.632,0.856,3,-5.236,0,0.0571,6.25e-06,0.4,0.596,0.722,130.031,73893,4
126,Funcc.,Guilt,5uMnRbSAnanjzB6o8M1moT,30,0.805,0.388,6,-9.806,0,0.339,0.898,0.883,0.105,0.169,80.006,135000,4
127,Billie Eilish,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,87,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3
128,Elvis Costello & The Attractions,Night Rally - 2021 Remaster,53ZWOGMHGZFbp55aTbesUs,26,0.43,0.63,4,-5.604,1,0.0291,0.396,0.0,0.596,0.55,101.089,162507,4
129,Rod Wave,By Your Side,2AaJeBEq3WLcfFW1y8svDf,79,0.649,0.508,8,-10.232,1,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,194051,4
130,Andrew Rayel,Ascendit ad Paradisum (Mixed),1ciQlDmccRWrY3wQEhQuLi,38,0.448,0.977,6,-8.123,0,0.117,0.000429,0.891,0.24,0.312,132.004,87267,4
131,Patrik Humann,Love Again (Mixed) - Beatsole Remix,0Gf5nk5XdvOVlKkLvgNY1Z,38,0.574,0.848,8,-5.64,1,0.0542,1.28e-05,0.929,0.436,0.724,129.995,88613,4
132,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),1EJIcDYXwSqipW5dFe4uJz,80,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4
133,U2,"New Year's Day - Live From Red Rocks Amphitheatre, Colorado, USA / 1983 / Remastered 2021",6tBQZFVP2nvhUfc6gMQjF0,35,0.346,0.905,8,-7.508,0,0.0457,0.0253,0.0318,0.987,0.221,139.166,287482,4
134,Giveon,For Tonight,61Emqg95O9zo1GNOcyxq4Y,83,0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867,193822,4
135,Saliva,Spoonman - 2021 Version,3psaFVjImZJfCvanJ3mlZA,24,0.396,0.917,0,-4.384,1,0.0415,6.17e-05,0.482,0.51,0.608,93.226,238096,4
136,Anitta,Envolver,3IAfUEeaXRX9s9UdKOJrFI,96,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806,4
137,Andrew Rayel,Silver Lining (Mixed) - Mark Sixma Remix,0geL3xMuZ2iiwHg2jeoWoW,38,0.691,0.904,1,-8.032,1,0.249,0.000333,0.435,0.582,0.462,132.011,58107,4
138,Olivia Rodrigo,brutal,6SRsiMl7w1USE4mFqrOhHC,84,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4
139,Funcc.,Somewhere,4oZOPr3QEHpJf1Vj6PngLm,29,0.837,0.263,2,-12.108,1,0.0618,0.802,0.864,0.106,0.624,124.025,143226,4
140,Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi,90,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4
141,Elvis Costello & The Attractions,Big Tears - 2021 Remaster,4xmvEwNnNbc49rPVMxG5tS,25,0.558,0.838,7,-6.479,1,0.0417,0.0612,0.00182,0.309,0.778,119.089,191107,4
142,Super8 & Tab,September (Mixed),4xCNx0sF3LNqzWkkBNNxTI,37,0.584,0.876,1,-8.114,0,0.0421,3.14e-05,3.18e-05,0.448,0.516,132.016,114547,4
143,Baby Keem,trademark usa,15hJmqqEtASVXl6sM7i4UF,80,0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,270671,4
144,Shane 54,Panic Attack (Mixed),1IrUnGFXhSsY7RwCgULNRf,37,0.503,0.937,1,-7.841,1,0.0316,0.000104,0.749,0.532,0.648,131.965,43733,4
